Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew
16,2,4,58,2538.17467705,3446.41843595,0.00012625,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0490713980,0.32034355,0.82804374,2.12417899,0.07741688,0.00000000,0.00000000,2534.82469389,-5.04115227,-0.41407486,0.08333333
17,2,5,58,2534.82469389,3441.86971681,0.00012613,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0490476995,0.31959885,0.82695092,2.12137559,0.07731471,0.00000000,0.00000000,2531.47945381,-5.04115227,-0.41407486,0.08333333
18,2,6,58,2531.47945381,3437.32743799,0.00012600,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0490240186,0.31885593,0.82585965,2.11857616,0.07721268,0.00000000,0.00000000,2528.13894938,-5.04115227,-0.41407486,0.08333333
19,2,7,58,2528.13894938,3432.79158939,0.00012587,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0490003554,0.31811478,0.82476993,2.11578069,0.07711080,0.00000000,0.00000000,2524.80317318,-5.04115227,-0.41407486,0.08333333
20,2,8,58,2524.80317318,3428.26216094,0.00012575,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0489767099,0.31737539,0.82368175,2.11298918,0.07700906,0.00000000,0.00000000,2521.47211781,-5.04115227,-0.41407486,0.08333333
21,2,9,58,2521.47211781,3423.73914258,0.00012562,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0489530819,0.31663776,0.82259510,2.11020161,0.07690747,0.00000000,0.00000000,2518.14577586,-5.04115227,-0.41407486,0.08333333
22,2,10,58,2518.14577586,3419.22252428,0.00012549,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0489294715,0.31590188,0.82151000,2.10741799,0.07680602,0.00000000,0.00000000,2514.82413997,-5.04115227,-0.41407486,0.08333333
23,2,11,58,2514.82413997,3414.71229602,0.00012537,0.00035686,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0489058787,0.31516775,0.82042643,2.10463831,0.07670471,0.00000000,0.00000000,2511.50720277,-5.04115227,-0.41407486,0.08333333
24,2,12,58,2511.50720277,3410.20844778,0.00012524,0.00035686,0.00083718,0.00500000,0.00000000,0.09000000,0.05000000,0.0488823034,0.31417753,0.81867250,2.10013896,0.07654073,17.03127101,0.00000000,2491.16640204,-5.04115227,-0.41407486,0.08333333
25,3,1,59,2491.16640204,3648.97603885,0.00013937,0.00059849,0.00125868,0.00000000,0.03780000,0.08000000,0.05000000,0.0488462394,0.36013611,1.42896639,3.25244911,0.11753403,0.00000000,94.16609000,2580.17340640,-4.52541681,-0.41407486,0.08333333
26,3,2,59,2580.17340640,3641.69443003,0.00013922,0.00052863,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0488136213,0.35903708,1.25968644,3.24606404,0.10361057,0.00000000,0.00000000,2575.20500827,-4.52541681,-0.53781434,0.08333333
27,3,3,59,2575.20500827,3634.68196034,0.00013907,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0487793843,0.35794922,1.33755324,3.23976218,0.11001520,0.00000000,0.00000000,2570.15972843,-4.52541681,-0.47607750,0.08333333
28,3,4,59,2570.15972843,3627.56097869,0.00013891,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0487451788,0.35685833,1.33493288,3.23341525,0.10979967,0.00000000,0.00000000,2565.12472230,-4.52541681,-0.47607750,0.08333333
29,3,5,59,2565.12472230,3620.45449750,0.00013876,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0487110045,0.35577082,1.33231785,3.22708124,0.10958458,0.00000000,0.00000000,2560.09996781,-4.52541681,-0.47607750,0.08333333
30,3,6,59,2560.09996781,3613.36248562,0.00013861,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0486768617,0.35468668,1.32970814,3.22076013,0.10936993,0.00000000,0.00000000,2555.08544293,-4.52541681,-0.47607750,0.08333333
31,3,7,59,2555.08544293,3606.28491197,0.00013846,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0486427501,0.35360589,1.32710375,3.21445188,0.10915572,0.00000000,0.00000000,2550.08112569,-4.52541681,-0.47607750,0.08333333
32,3,8,59,2550.08112569,3599.22174552,0.00013831,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0486086697,0.35252845,1.32450466,3.20815648,0.10894194,0.00000000,0.00000000,2545.08699416,-4.52541681,-0.47607750,0.08333333
33,3,9,59,2545.08699416,3592.17295534,0.00013816,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0485746206,0.35145435,1.32191086,3.20187389,0.10872860,0.00000000,0.00000000,2540.10302647,-4.52541681,-0.47607750,0.08333333
34,3,10,59,2540.10302647,3585.13851055,0.00013801,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0485406026,0.35038357,1.31932233,3.19560408,0.10851569,0.00000000,0.00000000,2535.12920080,-4.52541681,-0.47607750,0.08333333
35,3,11,59,2535.12920080,3578.11838035,0.00013786,0.00056239,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0485066157,0.34931611,1.31673908,3.18934703,0.10830321,0.00000000,0.00000000,2530.16549536,-4.52541681,-0.47607750,0.08333333
36,3,12,59,2530.16549536,3571.11253401,0.00013771,0.00056239,0.00125868,0.00500000,0.00000000,0.08000000,0.05000000,0.0484726600,0.34785147,1.31264981,3.17944219,0.10796687,17.82630128,0.00000000,2507.39128375,-4.52541681,-0.47607750,0.08333333
37,4,1,60,2507.39128375,3801.72900359,0.00015586,0.00095209,0.00168214,0.00000000,0.03780000,0.07000000,0.05000000,0.0484189618,0.40527425,2.31109055,4.37406570,0.16463580,0.00000000,94.77939053,2594.91560797,-4.00109554,-0.47607750,0.08333333
38,4,2,60,2594.91560797,3791.12946980,0.00015569,0.00084286,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0483706196,0.40372191,2.04032268,4.36206957,0.14534704,0.00000000,0.00000000,2587.96414677,-4.00109554,-0.59734255,0.08333333
39,4,3,60,2587.96414677,3780.97349813,0.00015552,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0483196305,0.40219169,2.16975450,4.35028129,0.15456741,0.00000000,0.00000000,2580.88735188,-4.00109554,-0.53343750,0.08333333
40,4,4,60,2580.88735188,3770.63441597,0.00015535,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0482687034,0.40065444,2.16382155,4.33838594,0.15414476,0.00000000,0.00000000,2573.83034518,-4.00109554,-0.53343750,0.08333333
41,4,5,60,2573.83034518,3760.32424404,0.00015518,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0482178381,0.39912314,2.15790519,4.32652385,0.15372329,0.00000000,0.00000000,2566.79306970,-4.00109554,-0.53343750,0.08333333
42,4,6,60,2566.79306970,3750.04289910,0.00015501,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0481670345,0.39759775,2.15200538,4.31469493,0.15330301,0.00000000,0.00000000,2559.77546864,-4.00109554,-0.53343750,0.08333333
43,4,7,60,2559.77546864,3739.79029815,0.00015484,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0481162927,0.39607827,2.14612205,4.30289907,0.15288390,0.00000000,0.00000000,2552.77748535,-4.00109554,-0.53343750,0.08333333
44,4,8,60,2552.77748535,3729.56635847,0.00015467,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0480656124,0.39456465,2.14025518,4.29113619,0.15246596,0.00000000,0.00000000,2545.79906337,-4.00109554,-0.53343750,0.08333333
45,4,9,60,2545.79906337,3719.37099754,0.00015450,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0480149935,0.39305689,2.13440470,4.27940618,0.15204918,0.00000000,0.00000000,2538.84014642,-4.00109554,-0.53343750,0.08333333
46,4,10,60,2538.84014642,3709.20413312,0.00015433,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0479644361,0.39155496,2.12857057,4.26770896,0.15163358,0.00000000,0.00000000,2531.90067835,-4.00109554,-0.53343750,0.08333333
47,4,11,60,2531.90067835,3699.06568322,0.00015417,0.00089876,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.0479139400,0.39005883,2.12275275,4.25604443,0.15121913,0.00000000,0.00000000,2524.98060321,-4.00109554,-0.53343750,0.08333333
48,4,12,60,2524.98060321,3688.95556607,0.00015400,0.00089876,0.00168214,0.00500000,0.00000000,0.07000000,0.05000000,0.0478635051,0.38799276,2.11381459,4.23812374,0.15058240,18.40459301,0.00000000,2499.68549670,-4.00109554,-0.53343750,0.08333333
49,5,1,61,2499.68549670,3908.80330641,0.00017805,0.00107083,0.00168214,0.00000000,0.03780000,0.06000000,0.05000000,0.0478037383,0.46153741,2.61752881,4.36035872,0.15821754,0.00000000,94.48811178,2586.57596599,-3.82686336,-0.53343750,0.08333333
50,5,2,61,2586.57596599,3897.35546423,0.00017786,0.00095017,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0477498223,0.45970503,2.31590373,4.34779037,0.13998570,0.00000000,0.00000000,2579.31258117,-3.82686336,-0.65231879,0.08333333
51,5,3,61,2579.31258117,3886.41126893,0.00017766,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0476928685,0.45790243,2.46755470,4.33547142,0.14915230,0.00000000,0.00000000,2571.90250032,-3.82686336,-0.58641133,0.08333333
52,5,4,61,2571.90250032,3875.24603757,0.00017747,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0476359919,0.45608889,2.46046601,4.32301665,0.14872382,0.00000000,0.00000000,2564.51420495,-3.82686336,-0.58641133,0.08333333
53,5,5,61,2564.51420495,3864.11363175,0.00017728,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0475791923,0.45428263,2.45339815,4.31059850,0.14829660,0.00000000,0.00000000,2557.14762907,-3.82686336,-0.58641133,0.08333333
54,5,6,61,2557.14762907,3853.01395205,0.00017708,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0475224697,0.45248360,2.44635108,4.29821685,0.14787064,0.00000000,0.00000000,2549.80270690,-3.82686336,-0.58641133,0.08333333
55,5,7,61,2549.80270690,3841.94689934,0.00017689,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0474658238,0.45069179,2.43932472,4.28587159,0.14744593,0.00000000,0.00000000,2542.47937288,-3.82686336,-0.58641133,0.08333333
56,5,8,61,2542.47937288,3830.91237484,0.00017670,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0474092546,0.44890716,2.43231900,4.27356262,0.14702246,0.00000000,0.00000000,2535.17756163,-3.82686336,-0.58641133,0.08333333
57,5,9,61,2535.17756163,3819.91028004,0.00017650,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0473527620,0.44712968,2.42533388,4.26128982,0.14660025,0.00000000,0.00000000,2527.89720800,-3.82686336,-0.58641133,0.08333333
58,5,10,61,2527.89720800,3808.94051678,0.00017631,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0472963458,0.44535933,2.41836928,4.24905308,0.14617927,0.00000000,0.00000000,2520.63824703,-3.82686336,-0.58641133,0.08333333
59,5,11,61,2520.63824703,3798.00298719,0.00017612,0.00101527,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.0472400059,0.44359607,2.41142515,4.23685230,0.14575953,0.00000000,0.00000000,2513.40061398,-3.82686336,-0.58641133,0.08333333
60,5,12,61,2513.40061398,3787.09759369,0.00017593,0.00101527,0.00168214,0.00500000,0.00000000,0.06000000,0.05000000,0.0471837422,0.44116393,2.40082286,4.21822418,0.14511867,18.89216125,0.00000000,2487.30312310,-3.82686336,-0.58641133,0.08333333
61,6,1,62,2487.30312310,3998.35507663,0.00020215,0.00122030,0.00168214,0.00000000,0.03780000,0.05000000,0.05000000,0.0471166370,0.52137936,2.99781999,4.33846254,0.14949758,0.00000000,94.02005805,2573.31602168,-3.64404537,-0.58641133,0.08333333
62,6,2,62,2573.31602168,3985.95234187,0.00020193,0.00108522,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0470560012,0.51921949,2.65781932,4.32520903,0.13254217,0.00000000,0.00000000,2565.68123167,-3.64404537,-0.70298917,0.08333333
63,6,3,62,2565.68123167,3974.12639089,0.00020171,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0469918518,0.51710021,2.83681287,4.31225991,0.14146836,0.00000000,0.00000000,2557.87359032,-3.64404537,-0.63523614,0.08333333
64,6,4,62,2557.87359032,3962.03270086,0.00020149,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0469278001,0.51496423,2.82818056,4.29913787,0.14103788,0.00000000,0.00000000,2550.09026979,-3.64404537,-0.63523614,0.08333333
65,6,5,62,2550.09026979,3949.97668269,0.00020127,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0468638461,0.51283718,2.81957514,4.28605670,0.14060873,0.00000000,0.00000000,2542.33119204,-3.64404537,-0.63523614,0.08333333
66,6,6,62,2542.33119204,3937.95821552,0.00020105,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0467999895,0.51071903,2.81099652,4.27301627,0.14018093,0.00000000,0.00000000,2534.59627929,-3.64404537,-0.63523614,0.08333333
67,6,7,62,2534.59627929,3925.97717886,0.00020083,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0467362302,0.50860975,2.80244461,4.26001646,0.13975446,0.00000000,0.00000000,2526.88545402,-3.64404537,-0.63523614,0.08333333
68,6,8,62,2526.88545402,3914.03345264,0.00020061,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0466725679,0.50650929,2.79391933,4.24705712,0.13932931,0.00000000,0.00000000,2519.19863896,-3.64404537,-0.63523614,0.08333333
69,6,9,62,2519.19863896,3902.12691718,0.00020040,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0466090026,0.50441761,2.78542060,4.23413814,0.13890549,0.00000000,0.00000000,2511.53575713,-3.64404537,-0.63523614,0.08333333
70,6,10,62,2511.53575713,3890.25745321,0.00020018,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0465455340,0.50233468,2.77694833,4.22125937,0.13848299,0.00000000,0.00000000,2503.89673176,-3.64404537,-0.63523614,0.08333333
71,6,11,62,2503.89673176,3878.42494185,0.00019996,0.00116178,0.00168214,0.00000000,0.00000000,0.05000000,0.05000000,0.0464821620,0.50026046,2.76850243,4.20842070,0.13806180,0.00000000,0.00000000,2496.28148636,-3.64404537,-0.63523614,0.08333333
72,6,12,62,2496.28148636,3866.62926461,0.00019974,0.00116178,0.00168214,0.00500000,0.00000000,0.05000000,0.05000000,0.0464188864,0.49740296,2.75569523,4.18895238,0.13742312,19.28641949,0.00000000,2469.41559318,-3.64404537,-0.63523614,0.08333333
73,7,1,63,2469.41559318,4069.02976470,0.00022805,0.00140876,0.00168214,0.00000000,0.03780000,0.04000000,0.05000000,0.0463429222,0.58390227,3.46991417,4.30693394,0.13706522,0.00000000,93.34390942,2554.26168701,-3.45264159,-0.63523614,0.08333333
74,7,2,63,2554.26168701,4055.53733026,0.00022780,0.00125549,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0462741953,0.58135887,3.08227812,4.29285796,0.12175319,0.00000000,0.00000000,2546.18343887,-3.45264159,-0.74958176,0.08333333
75,7,3,63,2546.18343887,4042.71106541,0.00022756,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0462013734,0.57887126,3.29505306,4.27915845,0.13015802,0.00000000,0.00000000,2537.90019807,-3.45264159,-0.68013168,0.08333333
76,7,4,63,2537.90019807,4029.55932280,0.00022731,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0461286776,0.57635856,3.28433413,4.26523819,0.12973461,0.00000000,0.00000000,2529.64453259,-3.45264159,-0.68013168,0.08333333
77,7,5,63,2529.64453259,4016.45136298,0.00022706,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0460561076,0.57385691,3.27365088,4.25136427,0.12931261,0.00000000,0.00000000,2521.41634793,-3.45264159,-0.68013168,0.08333333
78,7,6,63,2521.41634793,4003.38703593,0.00022681,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0459836632,0.57136625,3.26300319,4.23753652,0.12889202,0.00000000,0.00000000,2513.21554995,-3.45264159,-0.68013168,0.08333333
79,7,7,63,2513.21554995,3990.36619217,0.00022656,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0459113441,0.56888655,3.25239093,4.22375480,0.12847282,0.00000000,0.00000000,2505.04204484,-3.45264159,-0.68013168,0.08333333
80,7,8,63,2505.04204484,3977.38868276,0.00022632,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0458391501,0.56641776,3.24181400,4.21001894,0.12805502,0.00000000,0.00000000,2496.89573913,-3.45264159,-0.68013168,0.08333333
81,7,9,63,2496.89573913,3964.45435927,0.00022607,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0457670808,0.56395981,3.23127226,4.19632878,0.12763861,0.00000000,0.00000000,2488.77653966,-3.45264159,-0.68013168,0.08333333
82,7,10,63,2488.77653966,3951.56307382,0.00022582,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0456951362,0.56151267,3.22076559,4.18268418,0.12722359,0.00000000,0.00000000,2480.68435362,-3.45264159,-0.68013168,0.08333333
83,7,11,63,2480.68435362,3938.71467903,0.00022558,0.00134645,0.00168214,0.00000000,0.00000000,0.04000000,0.05000000,0.0456233159,0.55907629,3.21029388,4.16908497,0.12680995,0.00000000,0.00000000,2472.61908853,-3.45264159,-0.68013168,0.08333333
84,7,12,63,2472.61908853,3925.90902806,0.00022533,0.00134645,0.00168214,0.00500000,0.00000000,0.04000000,0.05000000,0.0455516197,0.55572379,3.19452917,4.14861196,0.12618722,19.57911404,0.00000000,2445.01492235,-3.45264159,-0.68013168,0.08333333
85,8,1,64,2445.01492235,4119.10102587,0.00025648,0.00070003,0.00000000,0.00000000,0.03780000,0.03000000,0.05000000,0.0455080574,0.64564276,1.71202094,18.87921304,0.05022398,0.00000000,91.70792981,2515.43575145,-4.10319216,-0.68013168,0.08333333
86,8,2,64,2515.43575145,4115.16180882,0.00025620,0.00062549,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0454679407,0.63949434,1.51681326,18.85951695,0.04449735,0.00000000,0.00000000,2494.37542955,-4.10319216,-0.79230835,0.08333333
87,8,3,64,2494.37542955,4111.53417335,0.00025592,0.00066191,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0454262167,0.63341106,1.59159127,18.83956495,0.04669105,0.00000000,0.00000000,2473.26417122,-4.10319216,-0.73591955,0.08333333
88,8,4,64,2473.26417122,4107.76119430,0.00025564,0.00065248,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0453849721,0.62733041,1.55554743,18.81650786,0.04563366,0.00000000,0.00000000,2452.21915186,-4.10319216,-0.75022026,0.08333333
89,8,5,64,2452.21915186,4104.03155965,0.00025536,0.00064304,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0453442057,0.62127985,1.51992360,18.79086662,0.04458860,0.00000000,0.00000000,2431.24249318,-4.10319216,-0.76473608,0.08333333
90,8,6,64,2431.24249318,4100.34517217,0.00025508,0.00063360,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0453039164,0.61526004,1.48472510,18.76190215,0.04355601,0.00000000,0.00000000,2410.33704988,-4.10319216,-0.77946999,0.08333333
91,8,7,64,2410.33704988,4096.70192686,0.00025480,0.00062417,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0452641029,0.60927189,1.44995810,18.72850573,0.04253608,0.00000000,0.00000000,2389.50677807,-4.10319216,-0.79442468,0.08333333
92,8,8,64,2389.50677807,4093.10171011,0.00025452,0.00061473,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0452247639,0.60331679,1.41563044,18.68890335,0.04152905,0.00000000,0.00000000,2368.75739844,-4.10319216,-0.80960228,0.08333333
93,8,9,64,2368.75739844,4089.54439807,0.00025424,0.00060531,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0451858978,0.59739689,1.38175268,18.63999031,0.04053520,0.00000000,0.00000000,2348.09772335,-4.10319216,-0.82500395,0.08333333
94,8,10,64,2348.09772335,4086.02985426,0.00025397,0.00059589,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0451475031,0.59151592,1.34834050,18.57555701,0.03955502,0.00000000,0.00000000,2327.54275491,-4.10319216,-0.84062923,0.08333333
95,8,11,64,2327.54275491,4082.55792584,0.00025369,0.00058649,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.0451095776,0.58568150,1.31542107,18.48007897,0.03858930,0.00000000,0.00000000,2307.12298408,-4.10319216,-0.85647482,0.08333333
96,8,12,64,2307.12298408,4079.12843713,0.00025341,0.00057712,0.00000000,0.01500000,0.00000000,0.03000000,0.05000000,0.0450721192,0.57954898,1.28224770,18.29145710,0.03761612,60.65262100,0.00000000,2226.27949318,-4.10319216,-0.87253159,0.08333333
97,9,1,65,2226.27949318,4075.74117678,0.00028838,0.00065940,0.00000000,0.00000000,0.03780000,0.02000000,0.05000000,0.0450294094,0.66055147,1.48171409,18.68048039,0.02869783,0.00000000,83.44724268,2288.87529209,-3.95412359,-0.88877588,0.08333333
98,9,2,65,2288.87529209,4071.87906145,0.00028806,0.00061311,0.00000000,0.00000000,0.00000000,0.02000000,0.05000000,0.0449888383,0.65383374,1.36517270,18.66116982,0.02644065,0.00000000,0.00000000,2268.16867518,-3.95412359,-0.96131032,0.08333333
99,9,3,65,2268.16867518,4068.21032681,0.00028775,0.00065108,0.00000000,0.00000000,0.00000000,0.02000000,0.05000000,0.0449466098,0.64716642,1.43651590,18.64099178,0.02782243,0.00000000,0.00000000,2247.41617865,-3.95412359,-0.90142185,0.08333333
100,9,4,65,2247.41617865,4064.39172725,0.00028743,0.00064012,0.00000000,0.00000000,0.00000000,0.02000000,0.05000000,0.0449049277,0.64050370,1.39931432,18.61765589,0.02710191,0.00000000,0.00000000,2226.73160284,-3.95412359,-0.91834351,0.08333333
101,9,5,65,2226.73160284,4060.62253405,0.00028712,0.00062917,0.00000000,0.00000000,0.00000000,0.02000000,0.05000000,0.0448637900,0.63387498,1.36262386,18.59174269,0.02639129,0.00000000,0.00000000,2206.11697003,-3.95412359,-0.93554252,0.08333333
102,9,6,65,2206.11697003,4056.90257347,0.00028681,0.00061823,0.00000000,0.00000000,0.00000000,0.02000000,0.05000000,0.0448231947,0.62728099,1.32644987,18.56251443,0.02569067,0.00000000,0.00000000,2185.57503407,-3.95412359,-0.95302344,0.08333333
