Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
11,1,11,57,0.0015996,0.012,0.000112754,0.09,0,0,0,0.083333333,,10112.91697,13146.79206,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494672,0.999494672,0.999494672,0.470961868,10112.91697,1.140176279,3.612845265,0,0,0.357314367,0,10107.80663,2.105793048,0,0.257049896,0,-6.601764695,0,0.180859587
12,1,12,57,0.0015996,0.012,0.000112641,0.09,0,0,0,0.083333333,,10107.80663,13140.14862,-5.012775511,-0.347151629,0.000392617,0.005,0,0,0.076923077,0.99299807,0.999494786,0.999494786,0.470723878,10107.80663,1.138012311,3.609620235,0,65.66952944,0.356995408,0,10037.03247,2.091048432,0,0.256862344,0,-6.581818633,0,2.534106999
13,2,1,58,0.0018,0.012,0.000126635,0.09,0.05,0,0.000837177,0.083333333,,10037.03247,14143.78003,-4.524316003,-0.347151629,0.000640763,0,0.0378,0,0.071428571,0.998396148,0.998396148,0.999232683,0.470486061,10416.4323,1.318490926,6.101042367,8.716469146,0,0.5704091,379.3998275,10399.72589,2.16660956,0,0,50.18516237,-68.48777437,47.42497844,48.00812525
14,2,2,58,0.0018,0.012,0.000126508,0.09,0.05,0,0.000837177,0.083333333,,10399.72589,14121.09551,-4.524316003,-0.473467999,0.000564491,0,0,0,0.071428571,0.998472474,0.998472474,0.999309073,0.47012505,10399.72589,1.315085445,5.366331939,8.702712744,0,0.501718295,0,10383.84004,2.163300009,0,0,0,-17.54743014,0,0.506266419
15,2,3,58,0.0018,0.012,0.00012638,0.09,0.05,0,0.000837177,0.083333333,,10383.84004,14099.52517,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998437978,0.998437978,0.999274548,0.469800228,10383.84004,1.311739786,5.687027315,8.689316056,0,0.531701296,0,10367.62026,2.159920887,0,0,0,-17.84800404,0,0.522964175
16,2,4,58,0.0018,0.012,0.000126253,0.09,0.05,0,0.000837177,0.083333333,,10367.62026,14077.50141,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438105,0.998438105,0.999274675,0.46945941,10367.62026,1.308373061,5.678144516,8.67574386,0,0.53087081,0,10351.42712,2.156547318,0,0,0,-17.81880876,0,0.52822126
17,2,5,58,0.0018,0.012,0.000126126,0.09,0.05,0,0.000837177,0.083333333,,10351.42712,14055.51383,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438232,0.998438232,0.999274802,0.4691189,10351.42712,1.305015145,5.669276313,8.662193965,0,0.530041689,0,10335.2606,2.153179291,0,0,0,-17.78966471,0,0.533531299
18,2,6,58,0.0018,0.012,0.000125999,0.09,0.05,0,0.000837177,0.083333333,,10335.2606,14033.56238,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438359,0.998438359,0.999274929,0.468778696,10335.2606,1.301666012,5.660422678,8.64866633,0,0.52921393,0,10319.12063,2.149816798,0,0,0,-17.76057182,0,0.538894828
19,2,7,58,0.0018,0.012,0.000125872,0.09,0.05,0,0.000837177,0.083333333,,10319.12063,14011.64699,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438485,0.998438485,0.999275056,0.468438798,10319.12063,1.298325641,5.651583587,8.635160916,0,0.528387531,0,10303.00717,2.146459827,0,0,0,-17.73152997,0,0.544312386
20,2,8,58,0.0018,0.012,0.000125746,0.09,0.05,0,0.000837177,0.083333333,,10303.00717,13989.7676,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438612,0.998438612,0.999275182,0.468099206,10303.00717,1.294994006,5.642759014,8.621677685,0,0.527562488,0,10286.92018,2.14310837,0,0,0,-17.70253908,0,0.549784517
21,2,9,58,0.0018,0.012,0.000125619,0.09,0.05,0,0.000837177,0.083333333,,10286.92018,13967.92414,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438738,0.998438738,0.999275309,0.467759919,10286.92018,1.291671085,5.633948933,8.608216597,0,0.526738801,0,10270.8596,2.139762417,0,0,0,-17.67359903,0,0.555311774
22,2,10,58,0.0018,0.012,0.000125493,0.09,0.05,0,0.000837177,0.083333333,,10270.8596,13946.11656,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438864,0.998438864,0.999275435,0.467420938,10270.8596,1.288356855,5.625153319,8.594777613,0,0.525916467,0,10254.8254,2.136421958,0,0,0,-17.64470974,0,0.560894712
23,2,11,58,0.0018,0.012,0.000125367,0.09,0.05,0,0.000837177,0.083333333,,10254.8254,13924.34478,-4.524316003,-0.414074864,0.000599147,0,0,0,0.071428571,0.998438991,0.998438991,0.999275561,0.467082261,10254.8254,1.285051291,5.616372146,8.581360693,0,0.525095482,0,10238.81752,2.133086983,0,0,0,-17.61587111,0,0.566533893
24,2,12,58,0.0018,0.012,0.00012524,0.09,0.05,0,0.000837177,0.083333333,,10238.81752,13902.60874,-4.524316003,-0.414074864,0.000599147,0.005,0,0,0.071428571,0.991660546,0.998439116,0.999275687,0.466743889,10238.81752,1.280582036,5.602476483,8.560129248,69.41915926,0.523796325,0,10153.43137,2.115298203,0,0,0,-17.55848597,0,3.057297062
25,3,1,59,0.0020358,0.013,0.00013937,0.08,0.05,0,0.001258677,0.083333333,,10153.43137,14872.40185,-4.033101646,-0.414074864,0.000981244,0,0.0378,0,0.066666667,0.997622256,0.997622256,0.998879522,0.46640582,10537.23108,1.467622909,9.547573385,13.25434668,0,0.785298244,383.799706,10512.17624,2.190036717,0,0,0,-26.45957969,47.97496324,48.84951675
26,3,2,59,0.0020358,0.013,0.000139218,0.08,0.05,0,0.001258677,0.083333333,,10512.17624,14837.03908,-4.033101646,-0.537814336,0.000866491,0,0,0,0.066666667,0.997737,0.997737,0.998994412,0.465883223,10512.17624,1.462591974,8.411287283,13.22333386,0,0.691837482,0,10488.38719,2.185080664,0,0,0,-25.28229378,0,0.758133727
27,3,3,59,0.0020358,0.013,0.000139067,0.08,0.05,0,0.001258677,0.083333333,,10488.38719,14803.46286,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997681768,0.997681768,0.99893911,0.465414736,10488.38719,1.457663282,8.929244841,13.19316289,0,0.734440052,0,10464.07268,2.180015141,0,0,0,-25.76008616,0,0.783957287
28,3,4,59,0.0020358,0.013,0.000138915,0.08,0.05,0,0.001258677,0.083333333,,10464.07268,14769.14501,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.99768192,0.99768192,0.998939262,0.464920983,10464.07268,1.452698076,8.908545686,13.16257942,0,0.732737524,0,10439.81612,2.174961691,0,0,0,-25.69878487,0,0.791250936
29,3,5,59,0.0020358,0.013,0.000138763,0.08,0.05,0,0.001258677,0.083333333,,10439.81612,14734.90894,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682071,0.997682071,0.998939413,0.464427823,10439.81612,1.447750004,8.887895861,13.13206883,0,0.731039054,0,10415.61736,2.169920284,0,0,0,-25.63763498,0,0.798612617
30,3,6,59,0.0020358,0.013,0.000138612,0.08,0.05,0,0.001258677,0.083333333,,10415.61736,14700.75447,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682222,0.997682222,0.998939564,0.463935257,10415.61736,1.442819005,8.867295245,13.10163095,0,0.729344631,0,10391.47627,2.16489089,0,0,0,-25.57663609,0,0.806042967
31,3,7,59,0.0020358,0.013,0.000138461,0.08,0.05,0,0.001258677,0.083333333,,10391.47627,14666.68138,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682373,0.997682373,0.998939715,0.463443283,10391.47627,1.43790502,8.846743716,13.0712656,0,0.727654245,0,10367.3927,2.15987348,0,0,0,-25.51578782,0,0.813542626
32,3,8,59,0.0020358,0.013,0.00013831,0.08,0.05,0,0.001258677,0.083333333,,10367.3927,14632.68948,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682523,0.997682523,0.998939866,0.462951901,10367.3927,1.433007989,8.826241153,13.0409726,0,0.725967887,0,10343.36652,2.154868024,0,0,0,-25.45508976,0,0.821112243
33,3,9,59,0.0020358,0.013,0.000138159,0.08,0.05,0,0.001258677,0.083333333,,10343.36652,14598.77857,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682674,0.997682674,0.998940017,0.46246111,10343.36652,1.428127853,8.805787434,13.01075176,0,0.724285547,0,10319.39756,2.149874492,0,0,0,-25.39454154,0,0.828752473
34,3,10,59,0.0020358,0.013,0.000138008,0.08,0.05,0,0.001258677,0.083333333,,10319.39756,14564.94844,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682824,0.997682824,0.998940167,0.461970909,10319.39756,1.423264551,8.785382438,12.98060291,0,0.722607214,0,10295.48571,2.144892855,0,0,0,-25.33414276,0,0.836463974
35,3,11,59,0.0020358,0.013,0.000137858,0.08,0.05,0,0.001258677,0.083333333,,10295.48571,14531.19889,-4.033101646,-0.476077502,0.000921952,0,0,0,0.066666667,0.997682975,0.997682975,0.998940318,0.461481298,10295.48571,1.418418026,8.765026046,12.95052588,0,0.720932878,0,10271.6308,2.139923084,0,0,0,-25.27389304,0,0.844247414
36,3,12,59,0.0020358,0.013,0.000137707,0.08,0.05,0,0.001258677,0.083333333,,10271.6308,14497.52973,-4.033101646,-0.476077502,0.000921952,0.005,0,0,0.066666667,0.990642402,0.997683125,0.998940468,0.460992274,10271.6308,1.411792194,8.733607598,12.90410441,72.34994031,0.718348677,0,10175.51301,2.119898544,0,0,0,-25.16940274,0,3.441549591
37,4,1,60,0.0023064,0.013,0.000155857,0.07,0.05,0,0.001682143,0.083333333,,10175.51301,15428.20348,-3.539132441,-0.476077502,0.001515838,0,0.0378,0,0.0625,0.99664921,0.99664921,0.998328541,0.460503838,10560.1474,1.644377893,14.92939579,17.74753011,0,1.063529534,384.6343918,10524.76257,2.192658868,0,0,0,-36.51396267,48.07929897,49.31442673
38,4,2,60,0.0023064,0.013,0.000155687,0.07,0.05,0,0.001682143,0.083333333,,10524.76257,15376.50682,-3.539132441,-0.597342546,0.001341443,0,0,0,0.0625,0.996823454,0.996823454,0.998503079,0.459734125,10524.76257,1.637163972,13.16819202,17.68896602,0,0.938066169,0,10491.33018,2.185693787,0,0,0,-34.6800158,0,1.065457444
39,4,3,60,0.0023064,0.013,0.000155517,0.07,0.05,0,0.001682143,0.083333333,,10491.33018,15327.66264,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996734564,0.996734564,0.998414038,0.459045939,10491.33018,1.630139887,13.99907069,17.6323062,0,0.997255705,0,10457.07141,2.178556543,0,0,0,-35.44007332,0,1.104583772
40,4,4,60,0.0023064,0.013,0.000155348,0.07,0.05,0,0.001682143,0.083333333,,10457.07141,15277.61113,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996734733,0.996734733,0.998414208,0.45831791,10457.07141,1.623044648,13.95335923,17.57473106,0,0.993999345,0,10422.92627,2.171442974,0,0,0,-35.32257791,0,1.113816992
41,4,5,60,0.0023064,0.013,0.000155178,0.07,0.05,0,0.001682143,0.083333333,,10422.92627,15227.72565,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996734902,0.996734902,0.998414377,0.457591113,10422.92627,1.615980567,13.90779939,17.51734689,0,0.990753786,0,10388.89439,2.164352998,0,0,0,-35.20547984,0,1.123127643
42,4,6,60,0.0023064,0.013,0.000155009,0.07,0.05,0,0.001682143,0.083333333,,10388.89439,15178.00562,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.99673507,0.99673507,0.998414546,0.456865546,10388.89439,1.608947506,13.86239065,17.46015304,0,0.987518991,0,10354.97538,2.157286538,0,0,0,-35.08877773,0,1.132516377
43,4,7,60,0.0023064,0.013,0.00015484,0.07,0.05,0,0.001682143,0.083333333,,10354.97538,15128.4505,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996735239,0.996735239,0.998414715,0.456141206,10354.97538,1.601945327,13.81713251,17.40314887,0,0.984294925,0,10321.16886,2.150243513,0,0,0,-34.97247023,0,1.141983851
44,4,8,60,0.0023064,0.013,0.000154671,0.07,0.05,0,0.001682143,0.083333333,,10321.16886,15079.05972,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996735407,0.996735407,0.998414883,0.455418092,10321.16886,1.594973892,13.77202446,17.34633375,0,0.98108155,0,10287.47445,2.143223843,0,0,0,-34.85655594,0,1.151530726
45,4,9,60,0.0023064,0.013,0.000154502,0.07,0.05,0,0.001682143,0.083333333,,10287.47445,15029.83273,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996735575,0.996735575,0.998415052,0.454696201,10287.47445,1.588033066,13.72706599,17.28970702,0,0.977878831,0,10253.89176,2.13622745,0,0,0,-34.74103353,0,1.16115767
46,4,10,60,0.0023064,0.013,0.000154334,0.07,0.05,0,0.001682143,0.083333333,,10253.89176,14980.76898,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996735743,0.996735743,0.99841522,0.453975532,10253.89176,1.581122713,13.68225659,17.23326805,0,0.974686731,0,10220.42043,2.129254256,0,0,0,-34.62590161,0,1.170865358
47,4,11,60,0.0023064,0.013,0.000154165,0.07,0.05,0,0.001682143,0.083333333,,10220.42043,14931.8679,-3.539132441,-0.533437503,0.001430667,0,0,0,0.0625,0.996735911,0.996735911,0.998415388,0.45325608,10220.42043,1.574242696,13.63759576,17.17701622,0,0.971505215,0,10187.06007,2.122304181,0,0,0,-34.51115886,0,1.180654467
48,4,12,60,0.0023064,0.013,0.000153997,0.07,0.05,0,0.001682143,0.083333333,,10187.06007,14883.12896,-3.539132441,-0.533437503,0.001430667,0.005,0,0,0.0625,0.989455003,0.996736079,0.998415556,0.452537845,10187.06007,1.564812281,13.57070295,17.09276244,74.22750138,0.966739953,0,10079.63755,2.099924489,0,0,0,-34.32820216,0,3.846321415
49,5,1,61,0.002669227,0.013,0.000178052,0.06,0.05,0,0.001682143,0.083333333,,10079.63755,15761.71107,-3.401083259,-0.533437503,0.00164438,0,0.0378,0,0.058823529,0.996498783,0.996498783,0.998177861,0.451820825,10460.64785,1.860757401,16.20526283,17.5794411,0,0.979533384,381.0102993,10424.02285,2.171671428,0,0,0,-37.81713277,47.62628742,48.90470372
50,5,2,61,0.002669227,0.013,0.000177858,0.06,0.05,0,0.001682143,0.083333333,,10424.02285,15706.52591,-3.401083259,-0.652318787,0.001458578,0,0,0,0.058823529,0.996684433,0.996684433,0.998363823,0.450997544,10424.02285,1.852313516,14.32459542,17.51877919,0,0.865855715,0,10389.46131,2.164471106,0,0,0,-35.86015924,0,1.101442528
51,5,3,61,0.002669227,0.013,0.000177664,0.06,0.05,0,0.001682143,0.083333333,,10389.46131,15654.44987,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996584586,0.996584586,0.998263808,0.450259632,10389.46131,1.844106759,15.25773924,17.46020895,0,0.922259954,0,10353.97699,2.157078541,0,0,0,-36.71913349,0,1.144098155
52,5,4,61,0.002669227,0.013,0.00017747,0.06,0.05,0,0.001682143,0.083333333,,10353.97699,15600.98344,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996584779,0.996584779,0.998264001,0.449477895,10353.97699,1.835803733,15.20562973,17.40057737,0,0.919110174,0,10318.61587,2.14971164,0,0,0,-36.59172248,0,1.153482575
53,5,5,61,0.002669227,0.013,0.000177277,0.06,0.05,0,0.001682143,0.083333333,,10318.61587,15547.70263,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996584972,0.996584972,0.998264195,0.448697602,10318.61587,1.827538446,15.15370112,17.34115282,0,0.91597133,0,10283.37751,2.142370315,0,0,0,-36.4647627,0,1.162944264
54,5,6,61,0.002669227,0.013,0.000177083,0.06,0.05,0,0.001682143,0.083333333,,10283.37751,15494.60679,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996585165,0.996585165,0.998264388,0.44791875,10283.37751,1.819310727,15.10195277,17.28193455,0,0.912843381,0,10248.26147,2.135054473,0,0,0,-36.33825252,0,1.172483861
55,5,7,61,0.002669227,0.013,0.00017689,0.06,0.05,0,0.001682143,0.083333333,,10248.26147,15441.69526,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996585357,0.996585357,0.99826458,0.447141337,10248.26147,1.811120401,15.05038405,17.22292183,0,0.909726289,0,10213.26732,2.127764024,0,0,0,-36.21219031,0,1.182102008
56,5,8,61,0.002669227,0.013,0.000176697,0.06,0.05,0,0.001682143,0.083333333,,10213.26732,15388.96739,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.99658555,0.99658555,0.998264773,0.446365359,10213.26732,1.802967298,14.99899432,17.16411394,0,0.906620017,0,10178.39462,2.120498879,0,0,0,-36.08657443,0,1.191799355
57,5,9,61,0.002669227,0.013,0.000176504,0.06,0.05,0,0.001682143,0.083333333,,10178.39462,15336.42252,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996585742,0.996585742,0.998264966,0.445590814,10178.39462,1.794851245,14.94778294,17.10551015,0,0.903524525,0,10143.64295,2.113258948,0,0,0,-35.96140328,0,1.201576555
58,5,10,61,0.002669227,0.013,0.000176312,0.06,0.05,0,0.001682143,0.083333333,,10143.64295,15284.06001,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996585934,0.996585934,0.998265158,0.444817699,10143.64295,1.786772074,14.89674928,17.04710973,0,0.900439776,0,10109.01188,2.106044142,0,0,0,-35.83667523,0,1.21143427
59,5,11,61,0.002669227,0.013,0.000176119,0.06,0.05,0,0.001682143,0.083333333,,10109.01188,15231.87921,-3.401083259,-0.586411333,0.001558805,0,0,0,0.058823529,0.996586125,0.996586125,0.99826535,0.44404601,10109.01188,1.778729613,14.84589272,16.98891197,0,0.897365732,0,10074.50098,2.098854371,0,0,0,-35.71238867,0,1.221373163
60,5,12,61,0.002669227,0.013,0.000175927,0.06,0.05,0,0.001682143,0.083333333,,10074.50098,15179.87949,-3.401083259,-0.586411333,0.001558805,0.005,0,0,0.058823529,0.989078223,0.996586317,0.998265542,0.443275746,10074.50098,1.767700253,14.76995037,16.90200727,75.69902249,0.892775367,0,9964.469525,2.075931151,0,0,0,-35.51558904,0,3.939735807
61,6,1,62,0.00307004,0.013,0.000202153,0.05,0.05,0,0.001682143,0.083333333,,9964.469525,16017.94608,-3.260279229,-0.586411333,0.001796841,0,0.0378,0,0.055555556,0.996322588,0.996322588,0.998001369,0.442506902,10341.12647,2.088377029,17.68083807,17.37764532,0,0.881721584,376.656948,10303.09789,2.146478727,0,0,0,-39.29333915,47.08211851,48.40952782
62,6,2,62,0.00307004,0.013,0.000201933,0.05,0.05,0,0.001682143,0.083333333,,10303.09789,15959.04149,-3.260279229,-0.70298917,0.001597368,0,0,0,0.055555556,0.996521905,0.996521905,0.998201021,0.441622494,10303.09789,2.078531297,15.66101752,17.31460893,0,0.780995624,0,10267.26274,2.13901307,0,0,0,-37.19317082,0,1.142031215
63,6,3,62,0.00307004,0.013,0.000201712,0.05,0.05,0,0.001682143,0.083333333,,10267.26274,15903.53443,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996409299,0.996409299,0.998088226,0.440828025,10267.26274,2.068982333,16.71046504,17.25388892,0,0.833330277,0,10230.39607,2.131332515,0,0,0,-38.16466881,0,1.188668439
64,6,4,62,0.00307004,0.013,0.000201492,0.05,0.05,0,0.001682143,0.083333333,,10230.39607,15846.4296,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996409519,0.996409519,0.998088446,0.439985261,10230.39607,2.05930428,16.65046521,17.1919379,0,0.83033816,0,10193.66403,2.123680005,0,0,0,-38.0253874,0,1.198202243
65,6,5,62,0.00307004,0.013,0.000201272,0.05,0.05,0,0.001682143,0.083333333,,10193.66403,15789.53329,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996409738,0.996409738,0.998088665,0.439144206,10193.66403,2.049671951,16.59068446,17.13021309,0,0.827356968,0,10157.0661,2.116055437,0,0,0,-37.88662494,0,1.207812855
66,6,6,62,0.00307004,0.013,0.000201053,0.05,0.05,0,0.001682143,0.083333333,,10157.0661,15732.84473,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996409957,0.996409957,0.998088884,0.438304854,10157.0661,2.040085128,16.53112198,17.06871364,0,0.824386661,0,10120.60179,2.108458707,0,0,0,-37.74837945,0,1.217500897
67,6,7,62,0.00307004,0.013,0.000200834,0.05,0.05,0,0.001682143,0.083333333,,10120.60179,15676.36313,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996410175,0.996410175,0.998089103,0.437467203,10120.60179,2.030543593,16.47177695,17.00743871,0,0.821427197,0,10084.27061,2.100889709,0,0,0,-37.61064896,0,1.227266994
68,6,8,62,0.00307004,0.013,0.000200614,0.05,0.05,0,0.001682143,0.083333333,,10084.27061,15620.08774,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996410394,0.996410394,0.998089322,0.436631248,10084.27061,2.021047131,16.41264856,16.94638747,0,0.818478537,0,10048.07204,2.093348342,0,0,0,-37.4734315,0,1.237111779
69,6,9,62,0.00307004,0.013,0.000200396,0.05,0.05,0,0.001682143,0.083333333,,10048.07204,15564.01777,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996410612,0.996410612,0.998089541,0.435796987,10048.07204,2.011595524,16.35373601,16.88555908,0,0.815540641,0,10012.00561,2.085834503,0,0,0,-37.33672511,0,1.247035888
70,6,10,62,0.00307004,0.013,0.000200177,0.05,0.05,0,0.001682143,0.083333333,,10012.00561,15508.15247,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.99641083,0.99641083,0.998089759,0.434964414,10012.00561,2.00218856,16.29503849,16.82495271,0,0.812613468,0,9976.070819,2.078348087,0,0,0,-37.20052784,0,1.257039962
71,6,11,62,0.00307004,0.013,0.000199958,0.05,0.05,0,0.001682143,0.083333333,,9976.070819,15452.49107,-3.260279229,-0.635236139,0.001710407,0,0,0,0.055555556,0.996411047,0.996411047,0.998089977,0.434133527,9976.070819,1.992826024,16.23655519,16.76456754,0,0.809696978,0,9940.267173,2.070888994,0,0,0,-37.06483775,0,1.267124647
72,6,12,62,0.00307004,0.013,0.00019974,0.05,0.05,0,0.001682143,0.083333333,,9940.267173,15397.03281,-3.260279229,-0.635236139,0.001710407,0.005,0,0,0.055555556,0.988694281,0.996411265,0.998090195,0.433304322,9940.267173,1.97998209,16.149529,16.67471126,76.77229214,0.805357089,0,9827.885302,2.047476105,0,0,0,-36.85169845,0,4.023893717
73,7,1,63,0.00350848,0.013,0.000228052,0.04,0.05,0,0.001682143,0.083333333,,9827.885302,16194.09788,-3.11672035,-0.635236139,0.001977345,0,0.0378,0,0.052631579,0.99611662,0.99611662,0.997795054,0.432476795,10199.37937,2.323504485,19.38055712,17.13845091,0,0.765552152,371.4940644,10159.7713,2.116619021,0,0,0,-40.95913154,46.43675805,47.8193001
