Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
11,1,11,77,0.01612,0.013,0.001126644,0.09,0,1,0,0.083333333,,31959.88001,45195.49727,-6.210910968,-0.464980757,0.00010514,0,0,280.5887122,0.076923077,0.998768334,0.998768334,0.998768334,0.072027316,31679.2913,35.68786311,3.030693538,280.5887122,0,0.299738921,0,31640.273,6.591723542,0,1.228622367,0,-324.6703701,0,1.393124931
12,1,12,77,0.01612,0.013,0.001125409,0.09,0,1,0,0.083333333,,31640.273,45139.83153,-6.210910968,-0.479222293,0.000103652,0.015,0,280.2431208,0.076923077,0.977397493,0.998771056,0.998771056,0.071938603,31360.02988,35.25165677,2.954533755,280.2431208,670.3168994,0.292206635,0,30651.21459,6.385669705,0,1.224397897,0,-323.6105831,0,25.60631456
13,2,1,78,0.01827672,0.013,0.001275641,0.09,0.05,1,0,0.083333333,,30651.21459,45084.35719,-5.75022576,-0.493716108,0.000161993,0,0.0378,279.8987175,0.071428571,0.998562573,0.998562573,0.998562573,0.071850194,31519.35161,40.20158476,4.668686511,279.8987175,0,0.436492834,1148.03574,31474.04484,6.557092676,0,0,98.52176117,-429.8478427,144.8269889,146.4230219
14,2,2,78,0.01827672,0.013,0.001274241,0.09,0.05,1,0,0.083333333,,31474.04484,45019.55172,-5.75022576,-0.544892922,0.000153904,0,0,279.4963836,0.071428571,0.998572051,0.998572051,0.998572051,0.071746915,31194.54846,39.74389998,4.389891696,279.4963836,0,0.410427272,0,31150.00424,6.489584217,0,0,0,-330.1197595,0,1.432299733
15,2,3,78,0.01827672,0.013,0.001272842,0.09,0.05,1,0,0.083333333,,31150.00424,44955.2661,-5.75022576,-0.498012971,0.000161298,0,0,279.0972771,0.071428571,0.998566065,0.998566065,0.998566065,0.071644464,30870.90696,39.28816316,4.553017465,279.0972771,0,0.425678505,0,30826.64011,6.422216689,0,0,0,-329.3606744,0,1.440171759
16,2,4,78,0.01827672,0.013,0.001271445,0.09,0.05,1,0,0.083333333,,30826.64011,44890.8032,-5.75022576,-0.51284307,0.000158921,0,0,278.6970698,0.071428571,0.998569836,0.998569836,0.998569836,0.07154173,30547.94304,38.83454556,4.439012988,278.6970698,0,0.415019804,0,30504.25446,6.355053012,0,0,0,-328.3256814,0,1.438126691
17,2,5,78,0.01827672,0.013,0.00127005,0.09,0.05,1,0,0.083333333,,30504.25446,44826.60197,-5.75022576,-0.527941321,0.000156538,0,0,278.2984872,0.071428571,0.998573611,0.998573611,0.998573611,0.071439414,30225.95597,38.38311601,4.326358825,278.2984872,0,0.404487348,0,30182.84201,6.288092085,0,0,0,-327.2960542,0,1.435957126
18,2,6,78,0.01827672,0.013,0.001268656,0.09,0.05,1,0,0.083333333,,30182.84201,44762.66181,-5.75022576,-0.543315062,0.000154148,0,0,277.9015254,0.071428571,0.998577392,0.998577392,0.998577392,0.071337513,29904.94048,37.93386217,4.215060628,277.9015254,0,0.394081666,0,29862.39748,6.221332808,0,0,0,-326.271781,0,1.433661643
19,2,7,78,0.01827672,0.013,0.001267263,0.09,0.05,1,0,0.083333333,,29862.39748,44698.9821,-5.75022576,-0.558971904,0.000151751,0,0,277.5061805,0.071428571,0.998581178,0.998581178,0.998581178,0.071236028,29584.8913,37.48677175,4.105124129,277.5061805,0,0.383803295,0,29542.9156,6.154774083,0,0,0,-325.2528505,0,1.431238818
20,2,8,78,0.01827672,0.013,0.001265873,0.09,0.05,1,0,0.083333333,,29542.9156,44635.56219,-5.75022576,-0.574919738,0.000149348,0,0,277.1124486,0.071428571,0.998584968,0.998584968,0.998584968,0.071134957,29265.80315,37.04183253,3.996555132,277.1124486,0,0.373652776,0,29224.39111,6.088414814,0,0,0,-324.2392511,0,1.428687232
21,2,9,78,0.01827672,0.013,0.001264483,0.09,0.05,1,0,0.083333333,,29224.39111,44572.40145,-5.75022576,-0.591166754,0.000146939,0,0,276.7203257,0.071428571,0.998588763,0.998588763,0.998588763,0.071034299,28947.67078,36.59903231,3.889359515,276.7203257,0,0.36363066,0,28906.81876,6.022253909,0,0,0,-323.2309714,0,1.426005464
22,2,10,78,0.01827672,0.013,0.001263096,0.09,0.05,1,0,0.083333333,,28906.81876,44509.49923,-5.75022576,-0.607721449,0.000144525,0,0,276.3298077,0.071428571,0.998592562,0.998592562,0.998592562,0.070934052,28630.48895,36.15835896,3.783543224,276.3298077,0,0.353737502,0,28590.19331,5.956290274,0,0,0,-322.2280002,0,1.423192096
23,2,11,78,0.01827672,0.013,0.00126171,0.09,0.05,1,0,0.083333333,,28590.19331,44446.85487,-5.75022576,-0.624592648,0.000142105,0,0,275.9408907,0.071428571,0.998596365,0.998596365,0.998596365,0.070834217,28314.25242,35.7198004,3.679112269,275.9408907,0,0.343973864,0,28274.50954,5.89052282,0,0,0,-321.2303262,0,1.420245712
24,2,12,78,0.01827672,0.013,0.001260325,0.09,0.05,1,0,0.083333333,,28274.50954,44384.46769,-5.75022576,-0.641789515,0.00013968,0.015,0,275.5535703,0.071428571,0.975086587,0.998600171,0.998600171,0.070734792,27998.95597,35.24090813,3.571771655,275.5535703,658.4029429,0.333938192,0,27301.40641,5.687793001,0,0,0,-320.054043,0,25.22194377
25,3,1,79,0.020831573,0.013,0.001436324,0.08,0.05,1,0,0.083333333,,27301.40641,44322.33702,-5.282316128,-0.659321572,0.000219241,0,0.0378,275.1678423,0.066666667,0.99834475,0.99834475,0.99834475,0.070635775,28047.83038,40.27811672,5.680813525,275.1678423,0,0.46725306,1021.591818,28001.4042,5.833625875,0,0,0,-326.9603984,128.9991453,130.6361771
26,3,2,79,0.020831573,0.013,0.001434746,0.08,0.05,1,0,0.083333333,,28001.4042,44248.97245,-5.282316128,-0.721433382,0.000206023,0,0,274.7123706,0.066666667,0.998359526,0.998359526,0.998359526,0.070518855,27726.69183,39.77360656,5.277245544,274.7123706,0,0.434059157,0,27681.20692,5.766918107,0,0,0,-325.5301408,0,1.463921584
27,3,3,79,0.020831573,0.013,0.00143317,0.08,0.05,1,0,0.083333333,,27681.20692,44176.38317,-5.282316128,-0.671438921,0.000216597,0,0,274.2617122,0.066666667,0.998350543,0.998350543,0.998350543,0.070403171,27406.9452,39.27143244,5.484082389,274.2617122,0,0.451071712,0,27361.73862,5.700362212,0,0,0,-324.7175892,0,1.472153061
28,3,4,79,0.020831573,0.013,0.001431596,0.08,0.05,1,0,0.083333333,,27361.73862,44103.51611,-5.282316128,-0.689556556,0.000212704,0,0,273.8093292,0.066666667,0.998356005,0.998356005,0.998356005,0.070287044,27087.92929,38.7717929,5.322831897,273.8093292,0,0.437808684,0,27043.39685,5.634041011,0,0,0,-323.537995,0,1.467335161
29,3,5,79,0.020831573,0.013,0.001430024,0.08,0.05,1,0,0.083333333,,27043.39685,44031.01013,-5.282316128,-0.708036797,0.000208805,0,0,273.3591879,0.066666667,0.99836147,0.99836147,0.99836147,0.070171492,26770.03767,38.27480942,5.163950203,273.3591879,0,0.424740493,0,26726.17417,5.567952951,0,0,0,-322.3659005,0,1.462374851
30,3,6,79,0.020831573,0.013,0.001428453,0.08,0.05,1,0,0.083333333,,26726.17417,43958.86401,-5.282316128,-0.726890641,0.0002049,0,0,272.9112808,0.066666667,0.99836694,0.99836694,0.99836694,0.070056514,26453.26289,37.78046433,5.00744482,272.9112808,0,0.411867756,0,26410.06311,5.502096481,0,0,0,-321.2012864,0,1.457271163
31,3,7,79,0.020831573,0.013,0.001426884,0.08,0.05,1,0,0.083333333,,26410.06311,43887.07653,-5.282316128,-0.746129533,0.000200992,0,0,272.4656001,0.066666667,0.998372411,0.998372411,0.998372411,0.069942108,26137.59751,37.28874004,4.853323314,272.4656001,0,0.399191095,0,26095.05625,5.436470053,0,0,0,-320.0441335,0,1.452023145
32,3,8,79,0.020831573,0.013,0.001425316,0.08,0.05,1,0,0.083333333,,26095.05625,43815.64643,-5.282316128,-0.76576539,0.000197079,0,0,272.0221382,0.066666667,0.998377885,0.998377885,0.998377885,0.069828271,25823.03412,36.79961904,4.701593294,272.0221382,0,0.386711137,0,25781.14619,5.371072123,0,0,0,-318.8944227,0,1.446629867
33,3,9,79,0.020831573,0.013,0.001423751,0.08,0.05,1,0,0.083333333,,25781.14619,43744.57242,-5.282316128,-0.785810626,0.000193164,0,0,271.5808871,0.066666667,0.99838336,0.99838336,0.99838336,0.069715001,25509.56531,36.31308392,4.552262396,271.5808871,0,0.374428509,0,25468.32553,5.305901152,0,0,0,-317.7521346,0,1.441090415
34,3,10,79,0.020831573,0.013,0.001422187,0.08,0.05,1,0,0.083333333,,25468.32553,43673.85321,-5.282316128,-0.806278179,0.000189246,0,0,271.1418387,0.066666667,0.998388836,0.998388836,0.998388836,0.069602297,25197.18369,35.82911734,4.405338276,271.1418387,0,0.362343841,0,25156.58689,5.240955603,0,0,0,-316.6172499,0,1.435403896
35,3,11,79,0.020831573,0.013,0.001420625,0.08,0.05,1,0,0.083333333,,25156.58689,43603.48747,-5.282316128,-0.827181537,0.000185328,0,0,270.7049847,0.066666667,0.998394311,0.998394311,0.998394311,0.069490156,24885.88191,35.34770204,4.260828589,270.7049847,0,0.350457763,0,24845.92292,5.176233942,0,0,0,-315.4897493,0,1.429569437
36,3,12,79,0.020831573,0.013,0.001419064,0.08,0.05,1,0,0.083333333,,24845.92292,43533.47382,-5.282316128,-0.848534768,0.000181408,0.015,0,270.2703167,0.066666667,0.972159779,0.998399785,0.998399785,0.069378577,24575.6526,34.82150504,4.113151981,270.2703167,644.9186333,0.338311202,0,23891.461,4.977387709,0,0,0,-314.1823614,0,24.76726517
37,4,1,80,0.0239018,0.013,0.001628306,0.07,0.05,1,0,0.083333333,,23891.461,43463.8109,-4.807182073,-0.870352554,0.000285614,0,0.0378,269.837826,0.0625,0.998086546,0.998086546,0.998086546,0.069267556,24514.52053,39.90743324,6.534480803,269.837826,0,0.465498632,892.897356,24467.61312,5.0974194,0,0,0,-321.3771594,112.8871532,114.543187
38,4,2,80,0.0239018,0.013,0.001626515,0.07,0.05,1,0,0.083333333,,24467.61312,43380.64489,-4.807182073,-0.947977906,0.00026425,0,0,269.3215037,0.0625,0.998109664,0.998109664,0.998109664,0.069135016,24198.29161,39.34993932,5.967822848,269.3215037,0,0.425131462,0,24152.54872,5.031780984,0,0,0,-319.6710468,0,1.474005961
39,4,3,80,0.0239018,0.013,0.001624726,0.07,0.05,1,0,0.083333333,,24152.54872,43298.64091,-4.807182073,-0.894473544,0.000278796,0,0,268.8123956,0.0625,0.99809693,0.99809693,0.99809693,0.069004328,23883.73633,38.79530499,6.214414879,268.8123956,0,0.442698007,0,23838.28391,4.966309147,0,0,0,-318.7884246,0,1.481987533
40,4,4,80,0.0239018,0.013,0.00162294,0.07,0.05,1,0,0.083333333,,23838.28391,43216.24057,-4.807182073,-0.917307896,0.000272493,0,0,268.3008269,0.0625,0.99810501,0.99810501,0.99810501,0.068873007,23569.98308,38.24374033,5.994146866,268.3008269,0,0.427006713,0,23525.31819,4.901107956,0,0,0,-317.439822,0,1.473557332
41,4,5,80,0.0239018,0.013,0.001621155,0.07,0.05,1,0,0.083333333,,23525.31819,43134.3462,-4.807182073,-0.94065625,0.000266195,0,0,267.7923993,0.0625,0.998113081,0.998113081,0.998113081,0.068742494,23257.52579,37.69543884,5.778013446,267.7923993,0,0.411609956,0,23213.64073,4.836175151,0,0,0,-316.1020268,0,1.464980624
42,4,6,80,0.0239018,0.013,0.001619373,0.07,0.05,1,0,0.083333333,,23213.64073,43052.9552,-4.807182073,-0.96453616,0.000259905,0,0,267.2870968,0.0625,0.998121144,0.998121144,0.998121144,0.068612782,22946.35363,37.15037412,5.566020773,267.2870968,0,0.396508175,0,22903.24073,4.771508484,0,0,0,-314.7750002,0,1.456257465
43,4,7,80,0.0239018,0.013,0.001617592,0.07,0.05,1,0,0.083333333,,22903.24073,42972.06488,-4.807182073,-0.988965988,0.000253623,0,0,266.7849028,0.0625,0.998129195,0.998129195,0.998129195,0.068483869,22636.45582,36.60851995,5.358174828,266.7849028,0,0.381701795,0,22594.10743,4.707105714,0,0,0,-313.4587033,0,1.44738795
44,4,8,80,0.0239018,0.013,0.001615813,0.07,0.05,1,0,0.083333333,,22594.10743,42891.67252,-4.807182073,-1.01396495,0.000247353,0,0,266.2858002,0.0625,0.998137233,0.998137233,0.998137233,0.068355749,22327.82163,36.06985024,5.154481378,266.2858002,0,0.367191228,0,22286.2301,4.642964605,0,0,0,-312.1530964,0,1.438372213
45,4,9,80,0.0239018,0.013,0.001614036,0.07,0.05,1,0,0.083333333,,22286.2301,42811.77534,-4.807182073,-1.039553168,0.000241096,0,0,265.7897719,0.0625,0.998145257,0.998145257,0.998145257,0.068228418,22020.44033,35.53433906,4.954945933,265.7897719,0,0.352976866,0,21979.59807,4.579082931,0,0,0,-310.8581398,0,1.429210431
46,4,10,80,0.0239018,0.013,0.001612262,0.07,0.05,1,0,0.083333333,,21979.59807,42732.37049,-4.807182073,-1.065751727,0.000234853,0,0,265.2968001,0.0625,0.998153263,0.998153263,0.998153263,0.068101872,21714.30127,35.00196063,4.759573697,265.2968001,0,0.33905908,0,21674.20068,4.515458474,0,0,0,-309.5737929,0,1.419902817
47,4,11,80,0.0239018,0.013,0.001610489,0.07,0.05,1,0,0.083333333,,21674.20068,42653.45506,-4.807182073,-1.092582726,0.000228628,0,0,264.8068668,0.0625,0.998161251,0.998161251,0.998161251,0.067976106,21409.39381,34.47268935,4.568369524,264.8068668,0,0.325438215,0,21370.02731,4.452089023,0,0,0,-308.3000147,0,1.410449622
48,4,12,80,0.0239018,0.013,0.001608718,0.07,0.05,1,0,0.083333333,,21370.02731,42575.02607,-4.807182073,-1.120069347,0.000222422,0.015,0,264.3199535,0.0625,0.968339766,0.998169218,0.998169218,0.067851115,21105.70736,33.89417946,4.374585096,264.3199535,629.6312418,0.311633539,0,20437.49572,4.257811608,0,0,0,-306.8465297,0,24.22531553
49,5,1,81,0.02772088,0.012,0.001899278,0.06,0.05,1,0,0.083333333,,20437.49572,42497.08047,-4.683498466,-1.148235916,0.000244745,0,0.0378,263.8360413,0.058823529,0.997856442,0.997856442,0.997856442,0.067726894,20936.22401,39.7550868,4.830911612,263.8360413,0,0.292006322,762.5643358,20891.34601,4.352363752,0,0,0,-312.7744034,96.56716727,98.15414655
50,5,2,81,0.02772088,0.012,0.001897348,0.06,0.05,1,0,0.083333333,,20891.34601,42405.98553,-4.683498466,-1.157172097,0.000242564,0,0,263.2704935,0.058823529,0.997860548,0.997860548,0.997860548,0.067581717,20628.07551,39.13022057,4.717414764,263.2704935,0,0.285145961,0,20583.94273,4.288321403,0,0,0,-311.4064502,0,1.424418858
51,5,3,81,0.02772088,0.012,0.00189542,0.06,0.05,1,0,0.083333333,,20583.94273,42315.25995,-4.683498466,-1.157172097,0.000242564,0,0,262.7072389,0.058823529,0.997862475,0.997862475,0.997862475,0.06743713,20321.23549,38.50899519,4.647243929,262.7072389,0,0.280904458,0,20277.79835,4.224541323,0,0,0,-310.0880193,0,1.418621623
52,5,4,81,0.02772088,0.012,0.001893494,0.06,0.05,1,0,0.083333333,,20277.79835,42224.81003,-4.683498466,-1.157172097,0.000242564,0,0,262.1456956,0.058823529,0.997864401,0.997864401,0.997864401,0.067292981,20015.65266,37.89137221,4.577360596,262.1456956,0,0.276680333,0,19972.90724,4.161022342,0,0,0,-308.7754508,0,1.412620736
53,5,5,81,0.02772088,0.012,0.00189157,0.06,0.05,1,0,0.083333333,,19972.90724,42134.63476,-4.683498466,-1.157172097,0.000242564,0,0,261.5858575,0.058823529,0.997866324,0.997866324,0.997866324,0.06714927,19711.32138,37.2773319,4.507763478,261.5858575,0,0.272473508,0,19669.26382,4.097763295,0,0,0,-307.4687161,0,1.40641302
54,5,6,81,0.02772088,0.012,0.001889648,0.06,0.05,1,0,0.083333333,,19669.26382,42044.73311,-4.683498466,-1.157172097,0.000242564,0,0,261.0277181,0.058823529,0.997868246,0.997868246,0.997868246,0.067005995,19408.2361,36.66685464,4.4384513,261.0277181,0,0.268283907,0,19366.86251,4.034763022,0,0,0,-306.167787,0,1.399995256
55,5,7,81,0.02772088,0.012,0.001887728,0.06,0.05,1,0,0.083333333,,19366.86251,41955.10407,-4.683498466,-1.157172097,0.000242564,0,0,260.4712711,0.058823529,0.997870165,0.997870165,0.997870165,0.066863155,19106.39124,36.05992094,4.369422791,260.4712711,0,0.264111452,0,19065.69778,3.972020371,0,0,0,-304.8726352,0,1.393364185
56,5,8,81,0.02772088,0.012,0.00188581,0.06,0.05,1,0,0.083333333,,19065.69778,41865.74664,-4.683498466,-1.157172097,0.000242564,0,0,259.9165104,0.058823529,0.997872083,0.997872083,0.997872083,0.066720748,18805.78127,35.45651138,4.300676686,259.9165104,0,0.259956067,0,18765.76413,3.909534193,0,0,0,-303.5832326,0,1.386516502
57,5,9,81,0.02772088,0.012,0.001883894,0.06,0.05,1,0,0.083333333,,18765.76413,41776.6598,-4.683498466,-1.157172097,0.000242564,0,0,259.3634296,0.058823529,0.997873998,0.997873998,0.997873998,0.066578771,18506.4007,34.85660669,4.232211725,259.3634296,0,0.255817676,0,18467.05606,3.847303346,0,0,0,-302.2995513,0,1.379448863
58,5,10,81,0.02772088,0.012,0.00188198,0.06,0.05,1,0,0.083333333,,18467.05606,41687.84255,-4.683498466,-1.157172097,0.000242564,0,0,258.8120225,0.058823529,0.997875912,0.997875912,0.997875912,0.066437225,18208.24404,34.26018768,4.164026657,258.8120225,0,0.251696203,0,18169.56813,3.785326693,0,0,0,-301.0215636,0,1.372157878
59,5,11,81,0.02772088,0.012,0.001880068,0.06,0.05,1,0,0.083333333,,18169.56813,41599.29391,-4.683498466,-1.157172097,0.000242564,0,0,258.262283,0.058823529,0.997877824,0.997877824,0.997877824,0.066296106,17911.30585,33.6672353,4.096120236,258.262283,0,0.247591573,0,17873.2949,3.723603104,0,0,0,-299.7492417,0,1.364640114
60,5,12,81,0.02772088,0.012,0.001878158,0.06,0.05,1,0,0.083333333,,17873.2949,41511.01288,-4.683498466,-1.157172097,0.000242564,0.015,0,257.714205,0.058823529,0.963115859,0.997879734,0.997879734,0.066155414,17615.58069,33.0183066,4.021254055,257.714205,612.4529315,0.243066258,0,16965.84513,3.53455107,0,0,0,-298.2883167,0,23.60448518
61,6,1,82,0.032268987,0.012,0.002187819,0.05,0.05,1,0,0.083333333,,16965.84513,41422.99847,-4.552590436,-1.157172097,0.000276542,0,0.0378,257.1677822,0.055555556,0.997536244,0.997536244,0.997536244,0.066015147,17340.26536,37.92804384,4.566410255,257.1677822,0,0.227721246,631.5880039,17297.54318,3.603654829,0,0,0,-303.2658911,80.16361826,81.67781223
62,6,2,82,0.032268987,0.012,0.002185592,0.05,0.05,1,0,0.083333333,,17297.54318,41320.94233,-4.552590436,-1.157172097,0.000276542,0,0,256.5341836,0.055555556,0.99753847,0.99753847,0.99753847,0.065852502,17041.009,37.23555204,4.487603784,256.5341836,0,0.223791265,0,16999.06205,3.541471261,0,0,0,-301.7988107,0,1.356932308
63,6,3,82,0.032268987,0.012,0.002183368,0.05,0.05,1,0,0.083333333,,16999.06205,41219.22961,-4.552590436,-1.157172097,0.000276542,0,0,255.9027172,0.055555556,0.997540694,0.997540694,0.997540694,0.065690404,16743.15933,36.5475015,4.40916775,255.9027172,0,0.219879757,0,16701.98278,3.479579747,0,0,0,-300.3389662,0,1.347920739
64,6,4,82,0.032268987,0.012,0.002181146,0.05,0.05,1,0,0.083333333,,16701.98278,41117.85892,-4.552590436,-1.157172097,0.000276542,0,0,255.2733741,0.055555556,0.997542916,0.997542916,0.997542916,0.065528851,16446.70941,35.86386561,4.331100321,255.2733741,0,0.21598663,0,16406.29846,3.417978845,0,0,0,-298.8863189,0,1.338668716
65,6,5,82,0.032268987,0.012,0.002178926,0.05,0.05,1,0,0.083333333,,16406.29846,41016.82887,-4.552590436,-1.157172097,0.000276542,0,0,254.6461459,0.055555556,0.997545135,0.997545135,0.997545135,0.065367841,16151.65231,35.18461789,4.253399676,254.6461459,0,0.212111795,0,16112.00218,3.356667121,0,0,0,-297.4408306,0,1.329172742
66,6,6,82,0.032268987,0.012,0.002176708,0.05,0.05,1,0,0.083333333,,16112.00218,40916.13808,-4.552590436,-1.157172097,0.000276542,0,0,254.0210239,0.055555556,0.997547352,0.997547352,0.997547352,0.065207372,15857.98116,34.50973202,4.176064004,254.0210239,0,0.20825516,0,15819.08711,3.295643147,0,0,0,-296.0024631,0,1.319429277
67,6,7,82,0.032268987,0.012,0.002174493,0.05,0.05,1,0,0.083333333,,15819.08711,40815.78518,-4.552590436,-1.157172097,0.000276542,0,0,253.3979997,0.055555556,0.997549566,0.997549566,0.997549566,0.065047441,15565.68911,33.83918187,4.099091502,253.3979997,0,0.204416637,0,15527.54642,3.234905504,0,0,0,-294.5711786,0,1.309434737
68,6,8,82,0.032268987,0.012,0.00217228,0.05,0.05,1,0,0.083333333,,15527.54642,40715.76881,-4.552590436,-1.157172097,0.000276542,0,0,252.7770647,0.055555556,0.997551779,0.997551779,0.997551779,0.064888047,15274.76935,33.17294146,4.022480379,252.7770647,0,0.200596134,0,15237.37334,3.174452778,0,0,0,-293.1469393,0,1.299185492
69,6,9,82,0.032268987,0.012,0.00217007,0.05,0.05,1,0,0.083333333,,15237.37334,40616.08759,-4.552590436,-1.157172097,0.000276542,0,0,252.1582104,0.055555556,0.997553989,0.997553989,0.997553989,0.064729187,14985.21512,32.51098496,3.946228851,252.1582104,0,0.196793565,0,14948.56112,3.114283566,0,0,0,-291.7297078,0,1.288677868
70,6,10,82,0.032268987,0.012,0.002167861,0.05,0.05,1,0,0.083333333,,14948.56112,40516.74017,-4.552590436,-1.157172097,0.000276542,0,0,251.5414286,0.055555556,0.997556196,0.997556196,0.997556196,0.064570858,14697.01969,31.8532867,3.870335145,251.5414286,0,0.193008839,0,14661.10306,3.05439647,0,0,0,-290.3194469,0,1.277908146
71,6,11,82,0.032268987,0.012,0.002165655,0.05,0.05,1,0,0.083333333,,14661.10306,40417.72522,-4.552590436,-1.157172097,0.000276542,0,0,250.9267107,0.055555556,0.997558402,0.997558402,0.997558402,0.06441306,14410.17635,31.1998212,3.794797498,250.9267107,0,0.18924187,0,14374.99249,2.994790101,0,0,0,-288.9161195,0,1.266872559
72,6,12,82,0.032268987,0.012,0.002163451,0.05,0.05,1,0,0.083333333,,14374.99249,40319.04137,-4.552590436,-1.157172097,0.000276542,0.015,0,250.3140485,0.055555556,0.95559117,0.997560605,0.997560605,0.064255789,14124.67844,30.4871882,3.71189809,250.3140485,592.8762462,0.185107779,0,13497.418,2.811962083,0,0,0,-287.3250969,0,22.85741936
73,7,1,83,0.037605813,0.011,0.0025736,0.04,0.05,1,0,0.083333333,,13497.418,40220.6873,-4.414457982,-1.157172097,0.000317577,0,0.0378,249.7034337,0.052631579,0.99710964,0.99710964,0.99710964,0.064099044,13748.47817,35.37308216,4.1990969,249.7034337,0,0.165868693,500.7636105,13708.74013,2.855987526,0,0,0,-292.1316003,63.77530004,65.188524
