Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
11,1,11,57,0.0025632,0.014,0.000175715,0.09,0,0,0,0.083333333,0,801.0017522,1041.302278,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.999635709,0.999635709,0.999635709,0.003798146,801.0017522,0.140734944,0.137467212,0,0,0.013595658,0,800.7099544,0.166814574,0,0.01467743,0,-0.4303393,0,0.010326999
12,1,12,57,0.0025632,0.014,0.000175508,0.09,0,0,0,0.083333333,0,800.7099544,1040.922941,-5.744810294,-0.347151629,0.00018861,0.005,0,0,0.076923077,0.993138282,0.999635915,0.999635915,0.003796762,800.7099544,0.140481977,0.137381591,0,5.202795203,0.01358719,0,795.2157085,0.165669939,0,0.014663767,0,-0.428869741,0,0.196724449
13,2,1,58,0.0028086,0.014,0.000192103,0.09,0.05,1,0,0.083333333,0,795.2157085,1120.5858,-5.75022576,-0.347151629,0.00018759,0,0.0378,4.715798573,0.071428571,0.999620343,0.999620343,0.999620343,0.00379538,820.3808065,0.157582606,0.140723754,4.715798573,0,0.013156786,29.88089659,820.0693433,0.17084778,0,0,3.976078542,-9.161031255,3.757394223,3.768330878
14,2,2,58,0.0028086,0.014,0.000191877,0.09,0.05,1,0,0.083333333,0,820.0693433,1120.160362,-5.75022576,-0.473467999,0.000165309,0,0,4.714008188,0.071428571,0.999642845,0.999642845,0.999642845,0.003793939,815.3553352,0.156434147,0.123250809,4.714008188,0,0.011523176,0,815.064127,0.169805026,0,0,0,-5.163498171,0,0.009334173
15,2,3,58,0.0028086,0.014,0.000191652,0.09,0.05,1,0,0.083333333,0,815.064127,1119.760291,-5.75022576,-0.42344828,0.000173797,0,0,4.712324557,0.071428571,0.999634585,0.999634585,0.999634585,0.003792584,810.3518025,0.155291052,0.128783138,4.712324557,0,0.012040414,0,810.0556879,0.168761602,0,0,0,-5.165160349,0,0.009602954
16,2,4,58,0.0028086,0.014,0.000191426,0.09,0.05,1,0,0.083333333,0,810.0556879,1119.351114,-5.75022576,-0.432586697,0.000172214,0,0,4.710602604,0.071428571,0.999636393,0.999636393,0.999636393,0.003791198,805.3450853,0.154150259,0.126822142,4.710602604,0,0.011857073,0,805.0522558,0.16771922,0,0,0,-5.159294224,0,0.009607993
17,2,5,58,0.0028086,0.014,0.000191201,0.09,0.05,1,0,0.083333333,0,805.0522558,1118.944109,-5.75022576,-0.441831397,0.000170628,0,0,4.708889793,0.071428571,0.999638203,0.999638203,0.999638203,0.003789819,800.343366,0.153012889,0.124873684,4.708889793,0,0.011674904,0,800.0538045,0.166677876,0,0,0,-5.153454242,0,0.009612396
18,2,6,58,0.0028086,0.014,0.000190977,0.09,0.05,1,0,0.083333333,0,800.0538045,1118.539279,-5.75022576,-0.451184245,0.000169038,0,0,4.707186133,0.071428571,0.999640018,0.999640018,0.999640018,0.003788448,795.3466184,0.151878929,0.122937829,4.707186133,0,0.011493914,0,795.0603077,0.165637564,0,0,0,-5.147640456,0,0.009616159
19,2,7,58,0.0028086,0.014,0.000190752,0.09,0.05,1,0,0.083333333,0,795.0603077,1118.136625,-5.75022576,-0.46064715,0.000167444,0,0,4.70549163,0.071428571,0.999641835,0.999641835,0.999641835,0.003787085,790.3548161,0.150748366,0.121014645,4.70549163,0,0.011314108,0,790.071739,0.164598279,0,0,0,-5.14185292,0,0.009619272
20,2,8,58,0.0028086,0.014,0.000190528,0.09,0.05,1,0,0.083333333,0,790.071739,1117.736148,-5.75022576,-0.470222065,0.000165847,0,0,4.703806289,0.071428571,0.999643656,0.999643656,0.999643656,0.003785728,785.3679327,0.149621189,0.119104196,4.703806289,0,0.011135493,0,785.0880718,0.163560015,0,0,0,-5.136091689,0,0.00962173
21,2,9,58,0.0028086,0.014,0.000190304,0.09,0.05,1,0,0.083333333,0,785.0880718,1117.33785,-5.75022576,-0.479910991,0.000164247,0,0,4.702130118,0.071428571,0.999645481,0.999645481,0.999645481,0.003784379,780.3859417,0.148497384,0.117206551,4.702130118,0,0.010958076,0,780.1092797,0.162522767,0,0,0,-5.130356819,0,0.009623527
22,2,10,58,0.0028086,0.014,0.00019008,0.09,0.05,1,0,0.083333333,0,780.1092797,1116.941732,-5.75022576,-0.489715977,0.000162643,0,0,4.700463121,0.071428571,0.999647308,0.999647308,0.999647308,0.003783037,775.4088165,0.147376939,0.115321776,4.700463121,0,0.010781861,0,775.135336,0.161486528,0,0,0,-5.124648364,0,0.009624654
23,2,11,58,0.0028086,0.014,0.000189857,0.09,0.05,1,0,0.083333333,0,775.135336,1116.547795,-5.75022576,-0.499639121,0.000161035,0,0,4.698805305,0.071428571,0.999649138,0.999649138,0.999649138,0.003781703,770.4365307,0.146259841,0.113449941,4.698805305,0,0.010606856,0,770.166214,0.160451295,0,0,0,-5.118966381,0,0.009625106
24,2,12,58,0.0028086,0.014,0.000189634,0.09,0.05,1,0,0.083333333,0,770.166214,1116.156041,-5.75022576,-0.509682572,0.000159425,0.015,0,4.697156674,0.071428571,0.977919952,0.999650972,0.999650972,0.003780376,765.4690574,0.145108588,0.11156229,4.697156674,16.63449208,0.010430373,0,748.567464,0.155951555,0,0,0,-5.109779108,0,0.60888421
25,3,1,59,0.0030876,0.015,0.000205081,0.08,0.05,1,0,0.083333333,0,748.567464,1115.766472,-5.282316128,-0.51984853,0.0002521,0,0.0378,4.695517234,0.066666667,0.99954287,0.99954287,0.99954287,0.003779057,771.9903064,0.158302873,0.179807352,4.695517234,0,0.014789349,28.11835959,771.6374068,0.160757793,0,0,0,-5.194385252,3.536981268,3.549377184
26,3,2,59,0.0030876,0.015,0.000204823,0.08,0.05,1,0,0.083333333,0,771.6374068,1115.256422,-5.282316128,-0.567634136,0.000240321,0,0,4.693370775,0.066666667,0.999554905,0.999554905,0.999554905,0.003777329,766.944036,0.157070315,0.170286104,4.693370775,0,0.014006216,0,766.6026734,0.15970889,0,0,0,-5.180436084,0,0.010945467
27,3,3,59,0.0030876,0.015,0.000204565,0.08,0.05,1,0,0.083333333,0,766.6026734,1114.760027,-5.282316128,-0.515302048,0.00025325,0,0,4.691281781,0.066666667,0.999542237,0.999542237,0.999542237,0.003775648,761.9113916,0.155842602,0.178269601,4.691281781,0,0.014662868,0,761.5626165,0.158658878,0,0,0,-5.184052862,0,0.011314573
28,3,4,59,0.0030876,0.015,0.000204307,0.08,0.05,1,0,0.083333333,0,761.5626165,1114.249731,-5.282316128,-0.525536877,0.000250668,0,0,4.689134284,0.066666667,0.999545076,0.999545076,0.999545076,0.00377392,756.8734823,0.154617154,0.175285212,4.689134284,0,0.014417398,0,756.5291625,0.157610242,0,0,0,-5.176646892,0,0.011301323
29,3,5,59,0.0030876,0.015,0.00020405,0.08,0.05,1,0,0.083333333,0,756.5291625,1113.742832,-5.282316128,-0.535897743,0.000248081,0,0,4.687001085,0.066666667,0.99954792,0.99954792,0.99954792,0.003772203,751.8421614,0.153395892,0.172322934,4.687001085,0,0.014173748,0,751.5022688,0.156562973,0,0,0,-5.169282884,0,0.011287138
30,3,6,59,0.0030876,0.015,0.000203792,0.08,0.05,1,0,0.083333333,0,751.5022688,1113.239332,-5.282316128,-0.546386989,0.000245489,0,0,4.684882187,0.066666667,0.999550769,0.999550769,0.999550769,0.003770498,746.8173866,0.152178795,0.169382866,4.684882187,0,0.013931924,0,746.4818931,0.155517061,0,0,0,-5.16196091,0,0.011272011
31,3,7,59,0.0030876,0.015,0.000203536,0.08,0.05,1,0,0.083333333,0,746.4818931,1112.73923,-5.282316128,-0.557007015,0.000242892,0,0,4.682777593,0.066666667,0.999553622,0.999553622,0.999553622,0.003768804,741.7991155,0.150965846,0.166465107,4.682777593,0,0.013691935,0,741.4679926,0.154472498,0,0,0,-5.154681044,0,0.011255937
32,3,8,59,0.0030876,0.015,0.000203279,0.08,0.05,1,0,0.083333333,0,741.4679926,1112.242527,-5.282316128,-0.567760283,0.000240291,0,0,4.680687303,0.066666667,0.999556479,0.999556479,0.999556479,0.003767121,736.7873053,0.149757025,0.163569758,4.680687303,0,0.01345379,0,736.4605247,0.153429276,0,0,0,-5.147443362,0,0.011238908
33,3,9,59,0.0030876,0.015,0.000203023,0.08,0.05,1,0,0.083333333,0,736.4605247,1111.749225,-5.282316128,-0.578649315,0.000237685,0,0,4.67861132,0.066666667,0.99955934,0.99955934,0.99955934,0.003765451,731.7819134,0.148552313,0.160696919,4.67861132,0,0.013217495,0,731.4594467,0.152387385,0,0,0,-5.140247937,0,0.011220921
34,3,10,59,0.0030876,0.015,0.000202767,0.08,0.05,1,0,0.083333333,0,731.4594467,1111.259322,-5.282316128,-0.5896767,0.000235075,0,0,4.676549645,0.066666667,0.999562206,0.999562206,0.999562206,0.003763791,726.782897,0.147351693,0.157846693,4.676549645,0,0.012983061,0,726.4647156,0.151346816,0,0,0,-5.133094846,0,0.011201968
35,3,11,59,0.0030876,0.015,0.000202512,0.08,0.05,1,0,0.083333333,0,726.4647156,1110.772819,-5.282316128,-0.600845091,0.000232461,0,0,4.674502278,0.066666667,0.999565075,0.999565075,0.999565075,0.003762144,721.7902133,0.146155144,0.155019182,4.674502278,0,0.012750495,0,721.4762885,0.15030756,0,0,0,-5.125984164,0,0.011182046
36,3,12,59,0.0030876,0.015,0.000202257,0.08,0.05,1,0,0.083333333,0,721.4762885,1110.289715,-5.282316128,-0.61215721,0.000229843,0.015,0,4.672469219,0.066666667,0.976494216,0.999567947,0.999567947,0.003760507,716.8038192,0.144916472,0.152166004,4.672469219,16.53943753,0.012515819,0,699.9547834,0.145823913,0,0,0,-5.115375609,0,0.607221368
37,4,1,60,0.0033972,0.015,0.000222282,0.07,0.05,1,0,0.083333333,0,699.9547834,1109.810012,-4.807182073,-0.62361585,0.000365701,0,0.0378,4.670450467,0.0625,0.999412098,0.999412098,0.999412098,0.003758883,721.5660807,0.160368667,0.246295743,4.670450467,0,0.017545439,26.28174779,721.1418709,0.15023789,0,0,0,-5.227352766,3.307286352,3.322193103
38,4,2,60,0.0033972,0.015,0.000222001,0.07,0.05,1,0,0.083333333,0,721.1418709,1109.157553,-4.807182073,-0.677576674,0.000346454,0,0,4.667704701,0.0625,0.999431621,0.999431621,0.999431621,0.003756673,716.4741662,0.15903678,0.231687055,4.667704701,0,0.016504755,0,716.0669376,0.149180612,0,0,0,-5.207609148,0,0.013062525
39,4,3,60,0.0033972,0.015,0.000221722,0.07,0.05,1,0,0.083333333,0,716.0669376,1108.527131,-4.807182073,-0.622624949,0.000366065,0,0,4.665051678,0.0625,0.999412295,0.999412295,0.999412295,0.003754538,711.4018859,0.157711439,0.24306761,4.665051678,0,0.017315475,0,710.9837914,0.148121623,0,0,0,-5.213952349,0,0.013568753
40,4,4,60,0.0033972,0.015,0.000221442,0.07,0.05,1,0,0.083333333,0,710.9837914,1107.875644,-4.807182073,-0.634220017,0.000361836,0,0,4.662310003,0.0625,0.999416802,0.999416802,0.999416802,0.003752331,706.3214814,0.15638794,0.238544294,4.662310003,0,0.016993246,0,705.9095559,0.147064491,0,0,0,-5.204306727,0,0.013525738
41,4,5,60,0.0033972,0.015,0.000221163,0.07,0.05,1,0,0.083333333,0,705.9095559,1107.229533,-4.807182073,-0.645967156,0.000357602,0,0,4.659590952,0.0625,0.999421314,0.999421314,0.999421314,0.003750143,701.249965,0.155069491,0.234060407,4.659590952,0,0.016673827,0,700.8441612,0.1460092,0,0,0,-5.194730051,0,0.013481413
42,4,6,60,0.0033972,0.015,0.000220884,0.07,0.05,1,0,0.083333333,0,700.8441612,1106.588795,-4.807182073,-0.657869377,0.000353363,0,0,4.656894511,0.0625,0.999425831,0.999425831,0.999425831,0.003747972,696.1872667,0.153756065,0.229616084,4.656894511,0,0.016357225,0,695.7875374,0.144955737,0,0,0,-5.185222397,0,0.013435776
43,4,7,60,0.0033972,0.015,0.000220606,0.07,0.05,1,0,0.083333333,0,695.7875374,1105.953425,-4.807182073,-0.669929771,0.000349119,0,0,4.654220665,0.0625,0.999430352,0.999430352,0.999430352,0.003745821,691.1333167,0.152447632,0.225211458,4.654220665,0,0.016043452,0,690.7396142,0.143904086,0,0,0,-5.175783842,0,0.013388826
44,4,8,60,0.0033972,0.015,0.000220328,0.07,0.05,1,0,0.083333333,0,690.7396142,1105.323421,-4.807182073,-0.682151512,0.00034487,0,0,4.651569398,0.0625,0.999434878,0.999434878,0.999434878,0.003743687,686.0880448,0.151144165,0.220846667,4.651569398,0,0.015732516,0,685.7003214,0.142854234,0,0,0,-5.166414464,0,0.013340561
45,4,9,60,0.0033972,0.015,0.00022005,0.07,0.05,1,0,0.083333333,0,685.7003214,1104.698779,-4.807182073,-0.69453786,0.000340616,0,0,4.648940695,0.0625,0.999439408,0.999439408,0.999439408,0.003741571,681.0513807,0.149845634,0.216521848,4.648940695,0,0.015424427,0,680.6695888,0.141806164,0,0,0,-5.157114342,0,0.013290979
46,4,10,60,0.0033972,0.015,0.000219773,0.07,0.05,1,0,0.083333333,0,680.6695888,1104.079494,-4.807182073,-0.707092164,0.000336359,0,0,4.646334536,0.0625,0.999443942,0.999443942,0.999443942,0.003739474,676.0232543,0.148552013,0.21223714,4.646334536,0,0.015119196,0,675.6473459,0.140759864,0,0,0,-5.147883552,0,0.01324008
47,4,11,60,0.0033972,0.015,0.000219496,0.07,0.05,1,0,0.083333333,0,675.6473459,1103.465561,-4.807182073,-0.719817861,0.000332098,0,0,4.643750903,0.0625,0.999448479,0.999448479,0.999448479,0.003737394,671.003595,0.147263272,0.207992682,4.643750903,0,0.014816833,0,670.6335222,0.139715317,0,0,0,-5.138722175,0,0.013187864
48,4,12,60,0.0033972,0.015,0.00021922,0.07,0.05,1,0,0.083333333,0,670.6335222,1102.856976,-4.807182073,-0.732718487,0.000327834,0.015,0,4.641189776,0.0625,0.974799008,0.999453019,0.999453019,0.003735333,665.9923324,0.145920021,0.203705748,4.641189776,16.41953021,0.014511443,0,649.208665,0.135251805,0,0,0,-5.12606735,0,0.605136202
49,5,1,61,0.00382536,0.015,0.000246575,0.06,0.05,1,0,0.083333333,0,649.208665,1102.253734,-4.683498466,-0.745797674,0.000366252,0,0.0378,4.638651132,0.058823529,0.999387263,0.999387263,0.999387263,0.00373329,668.9347604,0.164918225,0.230999746,4.638651132,0,0.013962869,24.36474653,668.5248796,0.139276017,0,0,0,-5.17384512,3.067510942,3.081921028
50,5,2,61,0.00382536,0.015,0.000246264,0.06,0.05,1,0,0.083333333,0,668.5248796,1101.578343,-4.683498466,-0.807523283,0.000344287,0,0,4.63580886,0.058823529,0.999409534,0.999409534,0.999409534,0.003731002,663.8890707,0.163468596,0.215508979,4.63580886,0,0.013026524,0,663.4970666,0.138228556,0,0,0,-5.153014991,0,0.012580021
51,5,3,61,0.00382536,0.015,0.000245954,0.06,0.05,1,0,0.083333333,0,663.4970666,1100.927898,-4.683498466,-0.749586739,0.000364864,0,0,4.633071571,0.058823529,0.999389272,0.999389272,0.999389272,0.003728799,658.8639951,0.162026262,0.226659968,4.633071571,0,0.01370055,0,658.4616083,0.137179502,0,0,0,-5.158937304,0,0.013065132
52,5,4,61,0.00382536,0.015,0.000245644,0.06,0.05,1,0,0.083333333,0,658.4616083,1100.255531,-4.683498466,-0.762901267,0.000360029,0,0,4.630242024,0.058823529,0.999394416,0.999394416,0.999394416,0.003726522,653.8313662,0.16058614,0.221947992,4.630242024,0,0.013415732,0,653.4354164,0.136132378,0,0,0,-5.148908534,0,0.013007383
53,5,5,61,0.00382536,0.015,0.000245334,0.06,0.05,1,0,0.083333333,0,653.4354164,1099.589233,-4.683498466,-0.776403048,0.000355191,0,0,4.627438023,0.058823529,0.999399562,0.999399562,0.999399562,0.003724265,648.8079784,0.159151657,0.217283499,4.627438023,0,0.013133785,0,648.4184094,0.135087169,0,0,0,-5.138960348,0,0.012948337
54,5,6,61,0.00382536,0.015,0.000245025,0.06,0.05,1,0,0.083333333,0,648.4184094,1098.928998,-4.683498466,-0.79009606,0.000350351,0,0,4.624659534,0.058823529,0.99940471,0.99940471,0.99940471,0.003722029,643.7937499,0.157722779,0.212666638,4.624659534,0,0.012854717,0,643.4105058,0.134043855,0,0,0,-5.129092806,0,0.012887997
55,5,7,61,0.00382536,0.015,0.000244716,0.06,0.05,1,0,0.083333333,0,643.4105058,1098.274816,-4.683498466,-0.803984395,0.00034551,0,0,4.621906519,0.058823529,0.999409859,0.999409859,0.999409859,0.003719813,638.7885992,0.156299471,0.208097558,4.621906519,0,0.012578537,0,638.4116237,0.133002422,0,0,0,-5.119305969,0,0.012826367
56,5,8,61,0.00382536,0.015,0.000244408,0.06,0.05,1,0,0.083333333,0,638.4116237,1097.626679,-4.683498466,-0.818072263,0.000340667,0,0,4.619178941,0.058823529,0.999415008,0.999415008,0.999415008,0.003717618,633.7924447,0.154881698,0.203576409,4.619178941,0,0.012305255,0,633.4216814,0.13196285,0,0,0,-5.109599899,0,0.012763453
57,5,9,61,0.00382536,0.015,0.0002441,0.06,0.05,1,0,0.083333333,0,633.4216814,1096.984577,-4.683498466,-0.832363994,0.000335824,0,0,4.616476759,0.058823529,0.999420158,0.999420158,0.999420158,0.003715443,628.8052046,0.153469426,0.199103343,4.616476759,0,0.012034879,0,628.440597,0.130925124,0,0,0,-5.099974653,0,0.012699258
58,5,10,61,0.00382536,0.015,0.000243792,0.06,0.05,1,0,0.083333333,0,628.440597,1096.348499,-4.683498466,-0.846864045,0.000330981,0,0,4.613799933,0.058823529,0.999425308,0.999425308,0.999425308,0.003713289,623.826797,0.152062621,0.19467851,4.613799933,0,0.011767418,0,623.4682885,0.129889227,0,0,0,-5.090430291,0,0.01263379
59,5,11,61,0.00382536,0.015,0.000243485,0.06,0.05,1,0,0.083333333,0,623.4682885,1095.718436,-4.683498466,-0.861577006,0.000326138,0,0,4.611148417,0.058823529,0.999430456,0.999430456,0.999430456,0.003711155,618.8571401,0.150661249,0.190302064,4.611148417,0,0.011502882,0,618.5046739,0.12885514,0,0,0,-5.08096687,0,0.012567055
60,5,12,61,0.00382536,0.015,0.000243178,0.06,0.05,1,0,0.083333333,0,618.5046739,1095.094376,-4.683498466,-0.8765076,0.000321297,0.015,0,4.608522166,0.058823529,0.972892321,0.999435604,0.999435604,0.003709041,613.8961517,0.149203006,0.185896573,4.608522166,16.29496387,0.01123659,0,597.2548517,0.124428094,0,0,0,-5.068049839,0,0.600323807
61,6,1,62,0.004295173,0.015,0.000272744,0.05,0.05,1,0,0.083333333,0,597.2548517,1094.476309,-4.552590436,-0.891660691,0.000360805,0,0.0378,4.605921133,0.055555556,0.999366549,0.999366549,0.999366549,0.003706948,615.0510601,0.167725735,0.211339594,4.605921133,0,0.010539245,22.40212957,614.6614555,0.12805447,0,0,0,-5.113040932,2.822029174,2.835734235
62,6,2,62,0.004295173,0.015,0.000272401,0.05,0.05,1,0,0.083333333,0,614.6614555,1093.783012,-4.552590436,-0.963358932,0.000335795,0,0,4.603003509,0.055555556,0.999391896,0.999391896,0.999391896,0.0037046,610.058452,0.166155347,0.195094678,4.603003509,0,0.009729131,0,609.6874729,0.127018224,0,0,0,-5.091271757,0,0.011911947
63,6,3,62,0.004295173,0.015,0.000272057,0.05,0.05,1,0,0.083333333,0,609.6874729,1093.117878,-4.552590436,-0.902002381,0.000357085,0,0,4.600204403,0.055555556,0.999370955,0.999370955,0.999370955,0.003702347,605.0872685,0.164592993,0.205772763,4.600204403,0,0.010261634,0,604.7066411,0.12598055,0,0,0,-5.096550709,0,0.012365627
64,6,4,62,0.004295173,0.015,0.000271714,0.05,0.05,1,0,0.083333333,0,604.7066411,1092.430257,-4.552590436,-0.917539232,0.00035157,0,0,4.597310665,0.055555556,0.999376812,0.999376812,0.999376812,0.003700018,600.1093304,0.163033333,0.200927793,4.597310665,0,0.010020021,0,599.7353493,0.124944864,0,0,0,-5.086216655,0,0.012292751
65,6,5,62,0.004295173,0.015,0.000271372,0.05,0.05,1,0,0.083333333,0,599.7353493,1091.749467,-4.552590436,-0.933312322,0.000346057,0,0,4.594445675,0.055555556,0.999382665,0.999382665,0.999382665,0.003697712,595.1409036,0.161479923,0.1961402,4.594445675,0,0.00978127,0,594.7735022,0.123911146,0,0,0,-5.075976944,0,0.012218667
66,6,6,62,0.004295173,0.015,0.00027103,0.05,0.05,1,0,0.083333333,0,594.7735022,1091.075492,-4.552590436,-0.949327081,0.000340549,0,0,4.591609362,0.055555556,0.999388514,0.999388514,0.999388514,0.00369543,590.1818928,0.159932722,0.191410137,4.591609362,0,0.009545387,0,589.8210046,0.122879376,0,0,0,-5.065831597,0,0.012143386
67,6,7,62,0.004295173,0.015,0.000270688,0.05,0.05,1,0,0.083333333,0,589.8210046,1090.408314,-4.552590436,-0.965589106,0.000335046,0,0,4.588801655,0.055555556,0.999394357,0.999394357,0.999394357,0.00369317,585.2322029,0.158391688,0.186737758,4.588801655,0,0.009312382,0,584.8777611,0.121849534,0,0,0,-5.055780634,0,0.012066921
68,6,8,62,0.004295173,0.015,0.000270347,0.05,0.05,1,0,0.083333333,0,584.8777611,1089.747916,-4.552590436,-0.982104167,0.000329548,0,0,4.586022479,0.055555556,0.999400194,0.999400194,0.999400194,0.003690933,580.2917386,0.156856778,0.182123216,4.586022479,0,0.00908226,0,579.9436764,0.120821599,0,0,0,-5.045824072,0,0.011989285
69,6,9,62,0.004295173,0.015,0.000270006,0.05,0.05,1,0,0.083333333,0,579.9436764,1089.094279,-4.552590436,-0.998878218,0.000324056,0,0,4.583271757,0.055555556,0.999406025,0.999406025,0.999406025,0.003688719,575.3604046,0.15532795,0.177566665,4.583271757,0,0.008855031,0,575.018655,0.119795553,0,0,0,-5.035961925,0,0.011910492
70,6,10,62,0.004295173,0.015,0.000269666,0.05,0.05,1,0,0.083333333,0,575.018655,1088.447384,-4.552590436,-1.015917397,0.000318572,0,0,4.580549408,0.055555556,0.999411848,0.999411848,0.999411848,0.003686528,570.4381056,0.153805164,0.173068256,4.580549408,0,0.0086307,0,570.1026014,0.118771375,0,0,0,-5.026194203,0,0.011830557
71,6,11,62,0.004295173,0.015,0.000269326,0.05,0.05,1,0,0.083333333,0,570.1026014,1087.807212,-4.552590436,-1.033228042,0.000313095,0,0,4.577855351,0.055555556,0.999417663,0.999417663,0.999417663,0.00368436,565.5247461,0.152288376,0.168628142,4.577855351,0,0.008409277,0,565.1954203,0.117749046,0,0,0,-5.016520915,0,0.011749496
72,6,12,62,0.004295173,0.015,0.000268986,0.05,0.05,1,0,0.083333333,0,565.1954203,1087.173742,-4.552590436,-1.050816692,0.000307627,0.015,0,4.575189498,0.055555556,0.970587064,0.999423469,0.999423469,0.003682214,560.6202308,0.150713526,0.164176734,4.575189498,16.16640951,0.008187291,0,544.1307437,0.113360572,0,0,0,-5.003440329,0,0.595233349
73,7,1,63,0.0048064,0.015,0.000300676,0.04,0.05,1,0,0.083333333,0,544.1307437,1086.546953,-4.414457982,-1.068690098,0.000347014,0,0.0378,4.57255176,0.052631579,0.999352415,0.999352415,0.999352415,0.003680092,559.9534916,0.168337211,0.186897536,4.57255176,0,0.007382647,20.39529966,559.5908742,0.116581432,0,0,0,-5.044367939,2.571017764,2.583782397
