Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
14,2,2,78,0.02461704,0.015,0.001671306,0.09,5%,0,0.000837177,0.083333333,,20066.43842,27246.88097,-5.225146045,-0.473467999,0.0042653,0,0,0,7.143%,0.99323829,0.99323829,0.994070504,0.036353998,20066.43842,33.47729507,78.13210034,16.76917779,0,7.304860119,0,19930.75499,4.152240622,0,0,0,-132.5308,0,4.324098034
15,2,3,78,0.02461704,0.015,0.001669183,0.09,5%,0,0.000837177,0.083333333,,19930.75499,27062.64547,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993240402,0.993240402,0.994072618,0.036138437,19930.75499,33.20872667,77.60387452,16.65580681,0,7.255474326,0,19796.0311,4.124173146,0,0,0,-131.5926,0,4.343816292
16,2,4,78,0.02461704,0.015,0.001667063,0.09,5%,0,0.000837177,0.083333333,,19796.0311,26879.71288,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993242512,0.993242512,0.994074729,0.035924231,19796.0311,32.94238337,77.07938373,16.54323747,0,7.206437735,0,19662.25966,4.096304096,0,0,0,-130.6613,0,4.36363507
17,2,5,78,0.02461704,0.015,0.001664945,0.09,5%,0,0.000837177,0.083333333,,19662.25966,26698.07354,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993244619,0.993244619,0.994076837,0.03571137,19662.25966,32.67824608,76.5586003,16.43146382,0,7.157747759,0,19529.4336,4.068632001,0,0,0,-129.7369,0,4.383554909
18,2,6,78,0.02461704,0.015,0.00166283,0.09,5%,0,0.000837177,0.083333333,,19529.4336,26517.71788,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993246723,0.993246723,0.994078943,0.035499846,19529.4336,32.41629591,76.04149676,16.32047997,0,7.109401829,0,19397.54593,4.041155402,0,0,0,-128.8194,0,4.403576355
19,2,7,78,0.02461704,0.015,0.001660718,0.09,5%,0,0.000837177,0.083333333,,19397.54593,26338.63638,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993248824,0.993248824,0.994081047,0.035289649,19397.54593,32.15651411,75.52804587,16.21028008,0,7.0613974,0,19266.58969,4.013872852,0,0,0,-127.9087,0,4.423699957
20,2,8,78,0.02461704,0.015,0.001658609,0.09,5%,0,0.000837177,0.083333333,,19266.58969,26160.81963,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993250923,0.993250923,0.994083147,0.035080771,19266.58969,31.89888214,75.0182206,16.10085834,0,7.013731942,0,19136.558,3.986782916,0,0,0,-127.0047,0,4.443926265
21,2,9,78,0.02461704,0.015,0.001656502,0.09,5%,0,0.000837177,0.083333333,,19136.558,25984.25825,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993253019,0.993253019,0.994085245,0.034873204,19136.558,31.64338157,74.51199411,15.99220898,0,6.966402949,0,19007.44401,3.959884169,0,0,0,-126.1075,0,4.464255835
22,2,10,78,0.02461704,0.015,0.001654398,0.09,5%,0,0.000837177,0.083333333,,19007.44401,25808.94296,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993255113,0.993255113,0.99408734,0.034666937,19007.44401,31.38999417,74.0093398,15.88432632,0,6.919407931,0,18879.24094,3.933175196,0,0,0,-125.2168,0,4.484689224
23,2,11,78,0.02461704,0.015,0.001652296,0.09,5%,0,0.000837177,0.083333333,,18879.24094,25634.86454,-5.225146045,-0.414074864,0.0042653,0,0,0,7.143%,0.993257203,0.993257203,0.994089433,0.034461963,18879.24094,31.13870186,73.51023125,15.77720466,0,6.87274442,0,18751.94206,3.906654596,0,0,0,-124.3328,0,4.505226993
24,2,12,78,0.02461704,0.015,0.001650198,0.09,5%,0,0.000837177,0.083333333,,18751.94206,25462.01387,-5.225146045,-0.414074864,0.0042653,0.005,0,0,7.143%,0.986515888,0.993259291,0.994091522,0.034258274,18751.94206,30.8124471,72.83254081,15.63175469,126.7671594,6.809384624,0,18499.08877,3.853976828,0,0,0,-123.1307,0,9.053548735
25,3,1,79,0.028038827,0.015,0.001879575,0.08,5%,0,0.001258677,0.083333333,,18499.08877,27096.8377,-4.699602986,-0.414074864,0.0042653,0,0.0378,0,6.667%,0.99261217,0.99261217,0.993863123,0.034055859,19198.35433,36.00802932,75.50280682,24.11314922,0,6.210187574,699.2655556,19056.52016,3.970108366,0,0,0,-139.5941,87.40819445,92.35899703
26,3,2,79,0.028038827,0.015,0.001877185,0.08,5%,0,0.001258677,0.083333333,,19056.52016,26896.65087,-4.699602986,-0.537814336,0.0042653,0,0,0,6.667%,0.992614547,0.992614547,0.993865503,0.033846863,19056.52016,35.6965914,74.94508723,23.93503166,0,6.164314534,0,18915.77913,3.940787319,0,0,0,-138.5175,0,4.485278519
27,3,3,79,0.028038827,0.015,0.001874798,0.08,5%,0,0.001258677,0.083333333,,18915.77913,26698.00694,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992616922,0.992616922,0.99386788,0.033639229,18915.77913,35.38793247,74.39166548,23.75828669,0,6.118794996,0,18776.12245,3.911692177,0,0,0,-137.4496,0,4.502861333
28,3,4,79,0.028038827,0.015,0.001872413,0.08,5%,0,0.001258677,0.083333333,,18776.12245,26500.89346,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992619293,0.992619293,0.993870254,0.033432949,18776.12245,35.0820269,73.84250696,23.58290326,0,6.073626114,0,18637.54139,3.882821122,0,0,0,-136.3903,0,4.520525287
29,3,5,79,0.028038827,0.015,0.001870032,0.08,5%,0,0.001258677,0.083333333,,18637.54139,26305.29812,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992621661,0.992621661,0.993872625,0.033228014,18637.54139,34.77884932,73.29757736,23.40887041,0,6.028805064,0,18500.02729,3.854172351,0,0,0,-135.3395,0,4.53827078
30,3,6,79,0.028038827,0.015,0.001867654,0.08,5%,0,0.001258677,0.083333333,,18500.02729,26111.20871,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992624026,0.992624026,0.993874993,0.033024413,18500.02729,34.4783746,72.75684266,23.23617727,0,5.98432905,0,18363.57156,3.825744075,0,0,0,-134.2971,0,4.556098213
31,3,7,79,0.028038827,0.015,0.001865279,0.08,5%,0,0.001258677,0.083333333,,18363.57156,25918.61311,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992626388,0.992626388,0.993877358,0.032822139,18363.57156,34.18057784,72.22026911,23.06481307,0,5.940195295,0,18228.16571,3.797534522,0,0,0,-133.2632,0,4.574007989
32,3,8,79,0.028038827,0.015,0.001862907,0.08,5%,0,0.001258677,0.083333333,,18228.16571,25727.49931,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992628747,0.992628747,0.99387972,0.032621181,18228.16571,33.88543439,71.68782326,22.89476712,0,5.896401047,0,18093.80128,3.769541934,0,0,0,-132.2376,0,4.592000513
33,3,9,79,0.028038827,0.015,0.001860538,0.08,5%,0,0.001258677,0.083333333,,18093.80128,25537.85539,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992631103,0.992631103,0.993882079,0.03242153,18093.80128,33.59291982,71.15947194,22.72602884,0,5.85294358,0,17960.46992,3.741764566,0,0,0,-131.2202,0,4.610076194
34,3,10,79,0.028038827,0.015,0.001858172,0.08,5%,0,0.001258677,0.083333333,,17960.46992,25349.66956,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992633456,0.992633456,0.993884435,0.032223177,17960.46992,33.30300994,70.63518226,22.55858771,0,5.809820186,0,17828.16332,3.714200691,0,0,0,-130.2110,0,4.628235439
35,3,11,79,0.028038827,0.015,0.001855809,0.08,5%,0,0.001258677,0.083333333,,17828.16332,25162.93009,-4.699602986,-0.476077502,0.0042653,0,0,0,6.667%,0.992635805,0.992635805,0.993886788,0.032026114,17828.16332,33.01568079,70.11492159,22.39243331,0,5.767028183,0,17696.87325,3.686848594,0,0,0,-129.2099,0,4.646478662
36,3,12,79,0.028038827,0.015,0.001853449,0.08,5%,0,0.001258677,0.083333333,,17696.87325,24977.62538,-4.699602986,-0.476077502,0.0042653,0.005,0,0,6.667%,0.985633032,0.992638152,0.993889138,0.031830332,17696.87325,32.64675617,69.41971666,22.17040739,124.3036789,5.709846825,0,17442.62285,3.63387976,0,0,0,-127.8708,0,9.103573351
37,4,1,80,0.0320034,0.015,0.002115901,0.07,5%,0,0.001682143,0.083333333,,17442.62285,26446.66016,-4.168181115,-0.476077502,0.0042653,0,0.0378,0,6.250%,0.991956381,0.991956381,0.993627805,0.031635821,18101.95399,38.20816224,71.89961369,30.37550712,0,5.121932844,659.3311436,17956.34877,3.740905995,0,0,0,-144.2242,82.41639295,87.49882593
38,4,2,80,0.0320034,0.015,0.002113207,0.07,5%,0,0.001682143,0.083333333,,17956.34877,26233.93331,-4.168181115,-0.597342546,0.0042653,0,0,0,6.250%,0.99195906,0.99195906,0.993630488,0.031434232,17956.34877,37.85261016,71.32136406,30.13121338,0,5.080739914,0,17811.96285,3.710825593,0,0,0,-143.0160,0,4.601437995
39,4,3,80,0.0320034,0.015,0.002110516,0.07,5%,0,0.001682143,0.083333333,,17811.96285,26022.98782,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991961735,0.991961735,0.993633167,0.031234011,17811.96285,37.50046867,70.74795596,29.88896504,0,5.039891881,0,17668.78557,3.680996993,0,0,0,-141.8184,0,4.616373857
40,4,4,80,0.0320034,0.015,0.002107828,0.07,5%,0,0.001682143,0.083333333,,17668.78557,25813.80814,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991964406,0.991964406,0.993635843,0.031035149,17668.78557,37.151704,70.17934713,29.64874426,0,4.999385736,0,17526.80638,3.651417997,0,0,0,-140.6312,0,4.631372162
41,4,5,80,0.0320034,0.015,0.002105144,0.07,5%,0,0.001682143,0.083333333,,17526.80638,25606.37887,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991967074,0.991967074,0.993638516,0.030837637,17526.80638,36.80628274,69.61549572,29.41053335,0,4.959218495,0,17386.01485,3.622086428,0,0,0,-139.4544,0,4.646433187
42,4,6,80,0.0320034,0.015,0.002102464,0.07,5%,0,0.001682143,0.083333333,,17386.01485,25400.68474,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991969739,0.991969739,0.993641185,0.030641464,17386.01485,36.46417181,69.05636023,29.17431477,0,4.919387204,0,17246.40062,3.593000129,0,0,0,-138.2878,0,4.66155721
43,4,7,80,0.0320034,0.015,0.002099786,0.07,5%,0,0.001682143,0.083333333,,17246.40062,25196.71061,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.9919724,0.9919724,0.993643851,0.03044662,17246.40062,36.12533847,68.50189954,28.94007117,0,4.879888934,0,17107.95342,3.564156963,0,0,0,-137.1315,0,4.676744508
44,4,8,80,0.0320034,0.015,0.002097113,0.07,5%,0,0.001682143,0.083333333,,17107.95342,24994.44151,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991975058,0.991975058,0.993646513,0.030253097,17107.95342,35.7897503,67.95207293,28.70778533,0,4.840720782,0,16970.66309,3.535554811,0,0,0,-135.9852,0,4.691995363
45,4,9,80,0.0320034,0.015,0.002094442,0.07,5%,0,0.001682143,0.083333333,,16970.66309,24793.86257,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991977713,0.991977713,0.993649172,0.030060884,16970.66309,35.45737525,67.40684003,28.4774402,0,4.801879874,0,16834.51956,3.507191574,0,0,0,-134.8488,0,4.707310055
46,4,10,80,0.0320034,0.015,0.002091776,0.07,5%,0,0.001682143,0.083333333,,16834.51956,24594.95908,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991980364,0.991980364,0.993651828,0.029869973,16834.51956,35.12818155,66.86616084,28.24901888,0,4.763363359,0,16699.51283,3.479065173,0,0,0,-133.7224,0,4.722688869
47,4,11,80,0.0320034,0.015,0.002089112,0.07,5%,0,0.001682143,0.083333333,,16699.51283,24397.71646,-4.168181115,-0.533437503,0.0042653,0,0,0,6.250%,0.991983011,0.991983011,0.99365448,0.029680353,16699.51283,34.8021378,66.32999572,28.02250463,0,4.725168415,0,16565.63303,3.451173547,0,0,0,-132.6058,0,4.738132087
48,4,12,80,0.0320034,0.015,0.002086452,0.07,5%,0,0.001682143,0.083333333,,16565.63303,24202.12024,-4.168181115,-0.533437503,0.0042653,0.005,0,0,6.250%,0.984739281,0.991985655,0.993657128,0.029492016,16565.63303,34.38738796,65.62307158,27.72384963,120.3943537,4.674809063,0,16312.82955,3.398506157,0,0,0,-131.1328,0,9.051765093
49,5,1,81,0.03669864,0.014,0.002435995,0.06,5%,0,0.001734668,0.083333333,,16312.82955,25508.66586,-3.989555306,-0.533437503,0.0042653,0,0.0378,0,5.882%,0.991586015,0.991586015,0.993309077,0.029304952,16929.45451,41.13253305,67.92270593,29.29040234,0,4.098527949,616.6249572,16787.01034,3.497293821,0,0,0,-141.8429,77.07811964,82.05021449
50,5,2,81,0.03669864,0.014,0.002433096,0.06,5%,0,0.001734668,0.083333333,,16787.01034,25294.03634,-3.989555306,-0.652318787,0.0042653,0,0,0,5.882%,0.991588897,0.991588897,0.993311963,0.029108874,16787.01034,40.73795209,67.35128391,29.04398724,0,4.064047739,0,16645.81307,3.467877723,0,0,0,-140.6011,0,4.499818636
51,5,3,81,0.03669864,0.014,0.0024302,0.06,5%,0,0.001734668,0.083333333,,16645.81307,25081.2856,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991591775,0.991591775,0.993314846,0.028914193,16645.81307,40.34727431,66.78486322,28.79972886,0,4.029869315,0,16505.85134,3.438719028,0,0,0,-139.3706,0,4.512697061
52,5,4,81,0.03669864,0.014,0.002427308,0.06,5%,0,0.001734668,0.083333333,,16505.85134,24870.39652,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.99159465,0.99159465,0.993317726,0.028720897,16505.85134,39.96045988,66.22339827,28.55760755,0,3.995989926,0,16367.11388,3.409815392,0,0,0,-138.1513,0,4.525626819
53,5,5,81,0.03669864,0.014,0.00242442,0.06,5%,0,0.001734668,0.083333333,,16367.11388,24661.35213,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991597521,0.991597521,0.993320603,0.028528977,16367.11388,39.57746935,65.66684393,28.31760386,0,3.962406849,0,16229.58956,3.381164491,0,0,0,-136.9431,0,4.538608123
54,5,6,81,0.03669864,0.014,0.002421535,0.06,5%,0,0.001734668,0.083333333,,16229.58956,24454.13565,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991600389,0.991600389,0.993323475,0.02833842,16229.58956,39.19826372,65.1151555,28.07969849,0,3.929117385,0,16093.26732,3.352764025,0,0,0,-135.7459,0,4.551641187
55,5,7,81,0.03669864,0.014,0.002418653,0.06,5%,0,0.001734668,0.083333333,,16093.26732,24248.73043,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991603254,0.991603254,0.993326345,0.028149218,16093.26732,38.82280439,64.56828867,27.84387235,0,3.896118862,0,15958.13624,3.324611716,0,0,0,-134.5596,0,4.564726227
56,5,8,81,0.03669864,0.014,0.002415775,0.06,5%,0,0.001734668,0.083333333,,15958.13624,24045.11999,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991606115,0.991606115,0.993329211,0.02796136,15958.13624,38.45105316,64.0261996,27.61010653,0,3.863408633,0,15824.18547,3.296705306,0,0,0,-133.3841,0,4.577863458
57,5,9,81,0.03669864,0.014,0.0024129,0.06,5%,0,0.001734668,0.083333333,,15824.18547,23843.288,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991608972,0.991608972,0.993332073,0.027774835,15824.18547,38.08297224,63.48884482,27.37838229,0,3.830984077,0,15691.40429,3.269042559,0,0,0,-132.2192,0,4.591053099
58,5,10,81,0.03669864,0.014,0.002410029,0.06,5%,0,0.001734668,0.083333333,,15691.40429,23643.21831,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991611826,0.991611826,0.993334932,0.027589635,15691.40429,37.71852424,62.95618129,27.14868106,0,3.798842596,0,15559.78206,3.241621262,0,0,0,-131.0650,0,4.604295366
59,5,11,81,0.03669864,0.014,0.002407161,0.06,5%,0,0.001734668,0.083333333,,15559.78206,23444.89488,-3.989555306,-0.586411333,0.0042653,0,0,0,5.882%,0.991614677,0.991614677,0.993337788,0.027405748,15559.78206,37.35767216,62.42816638,26.92098446,0,3.766981618,0,15429.30825,3.214439219,0,0,0,-129.9213,0,4.61759048
60,5,12,81,0.03669864,0.014,0.002404297,0.06,5%,0,0.001734668,0.083333333,,15429.30825,23248.30185,-3.989555306,-0.586411333,0.0042653,0.005,0,0,5.882%,0.984146864,0.991617524,0.99334064,0.027223165,15429.30825,36.89888963,61.73495696,26.6220508,115.6218777,3.725152628,0,15184.70532,3.163480276,0,0,0,-128.4194,0,8.758140171
61,6,1,82,0.041948253,0.013,0.00280188,0.05,5%,0,0.001819908,0.083333333,,15184.70532,24409.50725,-3.805050686,-0.586411333,0.0042653,0,0.0378,0,5.556%,0.991137684,0.991137684,0.992944753,0.027041876,15758.68718,44.03077466,63.85806552,28.59936074,0,3.170258572,573.9818612,15619.02873,3.253964318,0,0,0,-139.7422,71.74773265,76.62259071
62,6,2,82,0.041948253,0.013,0.002798778,0.05,5%,0,0.001819908,0.083333333,,15619.02873,24193.18249,-3.805050686,-0.70298917,0.0042653,0,0,0,5.556%,0.991140767,0.991140767,0.992947841,0.026851089,15619.02873,43.59230779,63.29220804,28.3459368,0,3.142166356,0,15480.65611,3.225136689,0,0,0,-138.4556,0,4.409799745
63,6,3,82,0.041948253,0.013,0.002795681,0.05,5%,0,0.001819908,0.083333333,,15480.65611,23978.84945,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991143846,0.991143846,0.992950925,0.026661731,15480.65611,43.15834227,62.73155977,28.09484585,0,3.114332755,0,15343.55703,3.19657438,0,0,0,-137.1813,0,4.420398298
64,6,4,82,0.041948253,0.013,0.002792586,0.05,5%,0,0.001819908,0.083333333,,15343.55703,23766.48905,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991146921,0.991146921,0.992954006,0.02647379,15343.55703,42.72883044,62.17607089,27.84606558,0,3.086755292,0,15207.7193,3.168274855,0,0,0,-135.9192,0,4.431037285
65,6,5,82,0.041948253,0.013,0.002789496,0.05,5%,0,0.001819908,0.083333333,,15207.7193,23556.08245,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991149993,0.991149993,0.992957084,0.026287256,15207.7193,42.30372516,61.62569206,27.59957389,0,3.059431521,0,15073.13088,3.1402356,0,0,0,-134.6692,0,4.441716858
66,6,6,82,0.041948253,0.013,0.002786408,0.05,5%,0,0.001819908,0.083333333,,15073.13088,23347.61095,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991153061,0.991153061,0.992960158,0.026102117,15073.13088,41.8829798,61.08037443,27.3553489,0,3.032359014,0,14939.77982,3.112454129,0,0,0,-133.4312,0,4.452437171
67,6,7,82,0.041948253,0.013,0.002783325,0.05,5%,0,0.001819908,0.083333333,,14939.77982,23141.05607,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991156127,0.991156127,0.992963228,0.025918363,14939.77982,41.46654824,60.54006965,27.11336895,0,3.005535373,0,14807.6543,3.084927978,0,0,0,-132.2049,0,4.46319838
68,6,8,82,0.041948253,0.013,0.002780244,0.05,5%,0,0.001819908,0.083333333,,14807.6543,22936.3995,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991159188,0.991159188,0.992966296,0.025735981,14807.6543,41.05438487,60.00472982,26.87361259,0,2.978958218,0,14676.74261,3.057654711,0,0,0,-130.9904,0,4.474000639
69,6,9,82,0.041948253,0.013,0.002777167,0.05,5%,0,0.001819908,0.083333333,,14676.74261,22733.62311,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991162246,0.991162246,0.992969359,0.025554962,14676.74261,40.64644456,59.47430754,26.63605861,0,2.952625197,0,14547.03318,3.030631911,0,0,0,-129.7874,0,4.484844104
70,6,10,82,0.041948253,0.013,0.002774094,0.05,5%,0,0.001819908,0.083333333,,14547.03318,22532.70895,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991165301,0.991165301,0.99297242,0.025375294,14547.03318,40.24268269,58.94875587,26.40068596,0,2.926533979,0,14418.51452,3.003857191,0,0,0,-128.5960,0,4.495728932
71,6,11,82,0.041948253,0.013,0.002771024,0.05,5%,0,0.001819908,0.083333333,,14418.51452,22333.63925,-3.805050686,-0.635236139,0.0042653,0,0,0,5.556%,0.991168352,0.991168352,0.992975476,0.025196967,14418.51452,39.84305512,58.42802835,26.16747385,0,2.900682258,0,14291.17528,2.977328183,0,0,0,-127.4159,0,4.506655279
72,6,12,82,0.041948253,0.013,0.002767958,0.05,5%,0,0.001819908,0.083333333,,14291.17528,22136.39642,-3.805050686,-0.635236139,0.0042653,0.005,0,0,5.556%,0.983494998,0.9911714,0.99297853,0.02501997,14291.17528,39.33581721,57.74809308,25.86295924,110.0620856,2.866926607,0,14055.2994,2.928187374,0,0,0,-125.8751,0,8.445663569
73,7,1,83,0.04779312,0.013,0.003156917,0.04,6%,0,0.001903032,0.083333333,,14055.2994,23159.90542,-3.614667255,-0.635236139,0.0042653,0,0.0378,0,5.263%,0.990702297,0.990702297,0.992591229,0.024844293,14586.58971,45.91254238,59.69143508,27.67669215,0,2.341115467,531.2903171,14450.96793,3.010618318,0,0,0,-136.2913,66.41128964,71.14524528
74,7,2,83,0.04779312,0.013,0.003153416,0.04,6%,0,0.001903032,0.083333333,,14450.96793,22944.57149,-3.614667255,-0.749581759,0.0042653,0,0,0,5.263%,0.990705776,0.990705776,0.992594715,0.024660228,14450.96793,45.43527217,59.1365132,27.41939557,0,2.319351269,0,14316.6574,2.982636957,0,0,0,-134.9738,0,4.280345021
